ROM Checksum	RA Checksum	CRC	Filename
e67d9fbc9cc63ed943c12b5f5f727abb	b450a1f0d78c75e644da7dea2b4e9da8	F4333FF8	handy devkit music samples (buzybee).lnx
76ed9fe12b0f5839739c68afe85848a5	dc10c6e1f34b9c90a8690b5338510215	70CA85A7	handy devkit music samples (connected).lnx
1de8134884c199b828074a2b7c1fb08b	3673b8474c3a104bdaa68f63476eabab	1FE825AE	handy devkit music samples (endtile).lnx
4369e39dce83897125d887586c900ed7	72ccfd375a3f36eac2e0187e93cc97dd	0C77513D	handy devkit music samples (liberty).lnx
fe01a1378227e29a812b27a7f5247576	42f1b1ad3fcb372e167d855cc12791de	FCE9A118	handy devkit music samples (points).lnx
810d23194eea5231afa57d5b71a5bc2a	b3f64072b140b3d0ccf053216ac3b046	CB494ECD	handy devkit music samples (sfxcall).lnx
81ac93d1287d001119432b5c9587653c	d01be5647fb64f093556e79c98d7d105	8EA8E705	handy devkit music samples (sink2).lnx
eedb729aa6e428e8a53bb770c5b14628	0fe7b2465dd3181fbe4683d74ea6df98	FBF93559	handy devkit music samples (spaceone).lnx
93871b94a7cab02722d73a605026d65d	4fdf8cc9b796218a301038dc473061f4	221BE836	handy devkit music samples (summer).lnx
e4ec9186b9933ffd687d991a7e631810	0e00a2cbadfe5dc87c9817f213c3076c	2F31164B	handy devkit music samples (tester).lnx
9635166f3806eb10a6cd55bb41ce719c	33a4d0def2dd9016d5392b8d176f9139	B7DF2676	handy devkit music samples (tokimain).lnx
502a8c97739b71c1a66613efb360f9dd	89f9283daaed34877d9af960d2c711a9	1E52959B	handy devkit musics amples (roadrace).lnx
49f4630050a318a7e0e7258f59411039	d10afb0bc0aea1db47f417b361906cc6	70BC2CF6	handy devkit samples (digidemo).lnx
89c2d354731dc9c713a439bfaed5eda6	8e138a2710cca5c3046c7c79d9a5b87e	DC67C3B5	handy devkit samples (mandel).lnx
ce4df7c93d67d2b352d4386afb7b3ad7	eed42bd34e8d23a0289ae198be176cda	25C1DA56	handy devkit samples (song sfxall).lnx
b1f352c0cb41b183a4a3fc64a65afa9e	e810ebc3fc4eac5de5fa6993d1b5c29c	9D37669C	handy devkit samples (testaudio).lnx
0c4a7e3fd63bfe08e60a6c7a2f16ca21	1bc4c5495da752408cc005d96568d629	14F1A273	handy devkit samples (testcart).lnx
dd7ad326ee75509d2495fb3ce936cf8c	d0a4e2cedf299508bb38b00a86be93ad	FCA6580A	handy devkit samples (testcontrols).lnx
adc71f2aa4788903dfa302582535622b	7b0f8f1c1c6887ab16b67f1342d60e95	290B1851	handy devkit samples (testhmusic).lnx
f51a3510d188528247d0a7d5ae32e02e	f1f70d4c74706ebef42975d6384b17a5	5662742B	handy devkit samples (testhprint).lnx
7574c6a0e0a93e67842fe9f4ebbb865c	8bd726496a84329f77f33df004df0d29	A6524BFC	handy devkit samples (testredeye2).lnx
d1c7c33c45296539a34cbb6f3d2b6a7f	6ce818e29c73ef9b3bc11d5d0ca5327e	88B036FE	handy devkit samples (testsprite2).lnx
3aadd89c77e8ec16e74d3ba8ff036c75	78d62058bb366d2c39d69580cc33ef28	1203F1F2	HandyAudition(1).lnx
ff9d792337036aefb1719ab675d83ab7	a619f75615ec459f65913c3850b4c086	C7731A2F	HandyAudition(2).lnx
5f1433a1040b9b1ecae84904c14f006c	33a3aca569c0c7c439126ecad0babdd6	B68347B7	HandyAudition(3).lnx
076e5ff22da6c1e8ea6968c940ea599d	498fe48c1397e889bd2a899ed3c58c5f	EBA93500	HandyAudition(4).lnx
c3fb29948907c4d4726c01e8a7418a80	b5245bc404155977416fa2babde13ee7	CE7339F6	HandyAudition.lnx
c265f0de8c5bd77db8f9cf5a1f7ab68f	c265f0de8c5bd77db8f9cf5a1f7ab68f	6DF63834	hard drivin' (euro, usa).lyx
6d4165d6dbd54cef52f5c917922f37bf	688f0b710769e1e71acd584d0bbd6554	B5F96589	headache.lnx
bf540de99cee8ab1aebc8c43199d5b12	b547946b6f471578f2beb6701060c71b	F3C13CE1	Hello World.lnx
a08b8070ad613bdb2637162b3bf39574	a08b8070ad613bdb2637162b3bf39574	E8B45707	hockey (euro, usa).lyx
0441a95f8bf107df3d9aec58cac84ee6	4737efac1300ae212fe7d474c58df531	3A6CCF24	hunting.lnx
76a48869c14fbcf85588001a1327253d	76a48869c14fbcf85588001a1327253d	E3041C6C	hydra (euro, usa).lyx
22950a7163d16693894dfd57f1c4d3dc	22950a7163d16693894dfd57f1c4d3dc	AEDCDBBC	IRQ_TEST.o
addc6c0ae7b535839815b8e7f7fd0f11	addc6c0ae7b535839815b8e7f7fd0f11	5CF8BBF0	ishido - the way of stones (euro, usa).lyx
db958b386e9b3383bf2dd49e0ae496c8	db958b386e9b3383bf2dd49e0ae496c8	0D4C83DD	jellybeans (2005-08-24).o
087e6ed018ad0573bd7ce3a91d34f2c9	087e6ed018ad0573bd7ce3a91d34f2c9	2455B6CF	jimmy connors' tennis (euro, usa).lyx
440462507cf5cffaa8d3d3a66f01ac6a	440462507cf5cffaa8d3d3a66f01ac6a	5DBA792A	joust (euro, usa).lyx
b34d0b0fa52b9aa2bf9d9615f24337ce	b34d0b0fa52b9aa2bf9d9615f24337ce	E425373E	jp_roms_avion.o
bac51407234bb9fb2b25c60b8ccfa45b	bac51407234bb9fb2b25c60b8ccfa45b	3C6D7FF6	jp_roms_boule a facettes.o
cf78e0b39e1627e619ddcec2e0c99a73	cf78e0b39e1627e619ddcec2e0c99a73	879D6F1B	jp_roms_cameleon.o
f3ed3c99e0b2c3f00c069782817b177e	f3ed3c99e0b2c3f00c069782817b177e	3233A4AE	jp_roms_chaumiere.o
f931fd271b048973093b38c4274ca698	f931fd271b048973093b38c4274ca698	45B682E4	jp_roms_cheval.o
53af285060da50700a98d170c46d95bd	53af285060da50700a98d170c46d95bd	6A5B0315	jp_roms_dauphin.o
96927e93d64d0cae3928db85c9f51cc3	96927e93d64d0cae3928db85c9f51cc3	63BD0C20	jp_roms_des.o
05ddecaa8ebb48290c4be36cec24e799	05ddecaa8ebb48290c4be36cec24e799	8D9C6138	jp_roms_diapo.o
5899b85e8bd50bbfcf49bb3a93f35014	5899b85e8bd50bbfcf49bb3a93f35014	98732332	jp_roms_dino.o
e572374ee26b8ecf6416fc8fa79a27cd	e572374ee26b8ecf6416fc8fa79a27cd	C3E1EFA5	jp_roms_dragon.o
fda069868628742185ae695bf61147ac	fda069868628742185ae695bf61147ac	C6D20635	jp_roms_fesse.o
cdde060113dac374b3111c32e07075c8	cdde060113dac374b3111c32e07075c8	C1CE223A	jp_roms_hamster.o
56c4ba8d6bbb7afcd83d10e790e49a19	56c4ba8d6bbb7afcd83d10e790e49a19	4255713A	jp_roms_homme qui court.o
f454e3eb7a1bf47943dd93a26d1287e7	f454e3eb7a1bf47943dd93a26d1287e7	917EFCB8	jp_roms_lac.o
1fa1682ce4c543835c1d5700e12d24f0	1fa1682ce4c543835c1d5700e12d24f0	DB8096A5	jp_roms_lion.o
eadbb54882c162d4885ca3f5318ca7d5	eadbb54882c162d4885ca3f5318ca7d5	1E16A7D1	jp_roms_lune.o
9d1e670498af9346c907c43490b19173	9d1e670498af9346c907c43490b19173	AC4FDCF1	jp_roms_lunette.o
32fecf6016b6144e28a96a03d4b68c6f	32fecf6016b6144e28a96a03d4b68c6f	1DB9D696	jp_roms_manga.o
24d377930fec55e77d13dcee76c3bf57	24d377930fec55e77d13dcee76c3bf57	46169D83	jp_roms_matrix.o
6d32cc4f7e5580bbf883f8be3c588544	6d32cc4f7e5580bbf883f8be3c588544	6747AC76	jp_roms_montagne.o
0e05c3a521007ec54a82821cd5ce9f28	0e05c3a521007ec54a82821cd5ce9f28	AB58A46B	jp_roms_mouton.o
50e424596d48bb9cdb9ed0ee4ef06233	50e424596d48bb9cdb9ed0ee4ef06233	0A642996	jp_roms_oie.o
a4a4c8e603208d54c8585183625f41ff	a4a4c8e603208d54c8585183625f41ff	B51FBBB2	jp_roms_old mickey.o
f67024d4c3e15d91e8ff02ac9e57ca46	f67024d4c3e15d91e8ff02ac9e57ca46	73565731	jp_roms_pere noel.o
dee2c87d0583a04da1e6fa196ffa7d6c	dee2c87d0583a04da1e6fa196ffa7d6c	9E479001	jp_roms_reussite.o
69b924271a0e41042ee0d1e279926e51	69b924271a0e41042ee0d1e279926e51	AE44CA8F	jp_roms_san diego.o
ce46e331025398dbd5e89d3786d8c519	ce46e331025398dbd5e89d3786d8c519	50279496	jp_roms_sexy.o
b9f5c566f22185b67d5d7f1a6103b252	b9f5c566f22185b67d5d7f1a6103b252	CF92C9C1	jp_roms_soustif.o
49b354264b62640e8d9703baa103eaf0	49b354264b62640e8d9703baa103eaf0	F7B49543	jp_roms_spirale.o
854532522f3b10ffdd9d81e40b0f75cc	854532522f3b10ffdd9d81e40b0f75cc	5C3BB23B	jp_roms_test.o
fa1f0421960d106807181f36d46de366	fa1f0421960d106807181f36d46de366	91A53089	jp_roms_tunel.o
8e663ab69e90c7ecf6fc937f85c3d2ff	8e663ab69e90c7ecf6fc937f85c3d2ff	71C35D17	jp_roms_walking.o
805eb03d2f5409c08dc94a8e2a6c5afe	805eb03d2f5409c08dc94a8e2a6c5afe	595D6A13	jp_roms_zombie.o
977760ecce5d1ac6b8c04433568c2ab7	977760ecce5d1ac6b8c04433568c2ab7	ED507061	JumTro #1 by Jum High '98 (PD).o
207c8cb506772635dbc5152e70f8f157	47c67078d55633abd1a73097acb9de78	AFE540DF	junglejackbeta1.lnx
9c959239cbf0643c8a45b5329309be1d	9c959239cbf0643c8a45b5329309be1d	2D47CCB7	Karateboy minidemo.o
dbf59686600409ed0cc43c09e7130915	9a69d304b5698d11653c8e9d653eba69	34EBCE18	Karateboy.lnx
0b012786406e1df07eb3d0599de03023	ab7b276f754f282b4b09f7999611a9b9	678B6DE5	KeeWee.lnx
46d9daf9ee9e51f7a6636dc83f9578de	46d9daf9ee9e51f7a6636dc83f9578de	85B8072C	kimura_pal_8_83.o
f89a607ff520628ceb4787a23540af5a	701f44094776a902c1b3abb39581abd0	8FA3F79F	Kistens Shieben v0.2.lnx
f96a0ddcc72c971226e8fdfd95607c88	f96a0ddcc72c971226e8fdfd95607c88	A53649F1	klax (euro, usa).lyx
d04286a2d286a126c4082ced21d80917	57043e8e79588c067118a4d5f307cd76	E49EAFF4	Klax (USA, Europe) (Beta).lnx
23024a5f5ab9044ae0e6e4b64d93dc8a	1f965ed312ed6f78fe99f7b26451ccbb	121557FD	klondike 2008-11-11.lnx
650a1503ff0f712584bd4553631868f2	41248c85d481218ac130c9f9045e143f	EA0EED2F	klondike 2008-11-27.lnx
85f0417d2f640287df925ce5618749a3	85f0417d2f640287df925ce5618749a3	0D4D1156	knight (2005)(Cooper).o
d5a871994a7e88432ff7c52fc759f3d5	d5a871994a7e88432ff7c52fc759f3d5	B1F4C540	Knightmare minidemo.o
8b6afdb9c15ddde2c958d9cb98d879d9	cc6271e367e01ac3cbd783af1bf8cd1f	580A1185	Knightmare.lnx
7e82db12a5749ab983e2f3c8bf4c0f6e	7e82db12a5749ab983e2f3c8bf4c0f6e	BED5BA2B	KRAZY ACE MINIATUR GOLF.lyx
e5e42190918847b8c6056e78316ee91d	e5e42190918847b8c6056e78316ee91d	CD1BD405	kung food (euro, usa).lyx
26cecbb4369a019ab59a5a46c514216d	26cecbb4369a019ab59a5a46c514216d	0642B77A	La marche de l alien.o
64150bcca7d0162073248b4ab68940f9	eddfaa5bbfe773c496ba9929f245fb64	6D0BA177	lasttrain.lnx
3cae85572df3b43f0220326bf4bb3c8b	3cae85572df3b43f0220326bf4bb3c8b	39B9B8CC	lemmings (euro, usa).lyx
e7a2fa1625b632aa90fb6d055335f441	b6efa2b0cdedd7f378d5b4af885bdee7	1E8AA8FC	Lemmings Fireworks.lnx
5194cd1e783cd66531e2078c91e9be21	7e6ced6ec568e498cdcc5c0dc77b5c5b	EFE88D7C	Lemmings Happy New Year.lnx
4f2746045bf14e390246dac6f86e2fe9	613f470cc57af09dad8d6fca1b123329	EDDB28BA	Lemmings Pillar.lnx
4b614c412177ae2d400fbdc347ea1d9f	75578db1144894d3a67f2d1cea9c0f84	324B203A	Lemmings The Corrosion.lnx
47f202b754acdc2297b4f3c398809b25	3617213b41b90c4084e425e9d3c41842	225EF085	Lemmings The Corrosion2.lnx
77c22c6fe75888244b0a5a6203193fc2	a90dd1921e674a1e6af0a5b65a66a815	0B573231	levi the lynx.lnx
7ee41edaef283459c9df93366c5da267	7ee41edaef283459c9df93366c5da267	0271B6E9	LEXIS.lyx
957f29fe3fb3ab0d2894d27171a514ae	957f29fe3fb3ab0d2894d27171a514ae	ED32C3E0	limny.o
e05cf85553616c5767d3256584d1f256	e05cf85553616c5767d3256584d1f256	6E23E7F7	lnd.o
8e005597275d54eff688dd92dd24b1d3	d79776c6d1e3d85c5d34c6093f669793	68ABC0F6	Lode Runner (1983)(Broderbund Software).lnx
e132d5bb84da89ed465be60981f4455b	5f567399e33517776ffd24c387c9f8c7	DDC786D7	Lode Runner (LR) (2012.09.11 23.33).lnx
dff5f2bd4fe0d21138eb6bab3a29e9bd	dff5f2bd4fe0d21138eb6bab3a29e9bd	88B9426B	LODERUNNER (BETA).lyx
00cf7d926e0452d1e5ea7198cbec21e4	00cf7d926e0452d1e5ea7198cbec21e4	FBBC2B86	LOGON.o
f565e0522acadb0bbb7c650137525291	03dd631851a4e456c5a101d48fc884a6	CC2F278F	looongway.lnx
8399c8fba48ba1a4389a96e75838dc49	8399c8fba48ba1a4389a96e75838dc49	B1C25EF1	LOOPZ BETA V0.06.lyx
3496f9e8b55f85349f688dc28a26c74b	0fc3906ee202d27ed32ab78ddeb5ec06	0A6B0562	Luchsenstein 3D (Luchs3d) (2013.05.01 07.56).lnx
52e536f153e49c1db6f29750a498cc42	52e536f153e49c1db6f29750a498cc42	35DB5167	Lunar (2004) by Fadest (PD).o
ffa4abab925d3981b777746e919d6e33	a042cdfa31cfecdeb5867d7288924a59	D7B11F79	Lynx Blast v0.4.lnx
963b9d1f5945a0733b99f15acd7d4ca0	a49e6c169954f9566e0d799cdce2bea8	3E3F32E5	Lynx Cart Demo 1.1.lnx
05d28ab0e92b19147e7f5ea88c6efb6d	05d28ab0e92b19147e7f5ea88c6efb6d	1091A268	lynx casino (euro, usa).lyx
5d8fdfb15441cdfb8a1c66c243c486da	5d8fdfb15441cdfb8a1c66c243c486da	28ADA019	Lynx II Production Test Program V0.02 (USA) (Prototype).lyx
74d5a2ac65254134201fd5e576eed548	8254344d5c68d80af01646404f563304	D9246CD1	Lynx Music & SFX.lnx
b4fcfea53cd2e3accff00d838b708472	aa4635eb38e48b986c7d11cbf7f3ae05	4411B373	Lynx Reloaded - Bjoern Spruck 2003.lnx
fdb3e03c633aebfe28afd6347facccf4	fdb3e03c633aebfe28afd6347facccf4	90E391AB	LYNX Talons.rom
f0e0f407a3bf99414100f07998eb13ff	c5ff7067aec63dde8fcf460280f98831	61A17B6C	lynxmaze_22.lnx
35cee5047aeb9d38fc13dfeb38e65460	053fcea383a9bcfed867febb3d6fd396	5A5D421A	Lynxopoly beta test.o
858547afd7918be5189089b5d5a462f9	35cee5047aeb9d38fc13dfeb38e65460	EA0F0B7F	LynxOps0.1.lnx
e4a3689ecbe40684cddbcd32c07eb31b	102dec2100d903941029fcdb80ed4234	BD7216BC	LynxOps0.2.lnx
dfe44cd7031eb594cc9a5291f48f00ab	471e5512f841409ebb05b3c326b28c08	E1ACDB1D	LynxOsaka (Gps) (2007.09.06 15.15).lnx
bb19e28707c58cdc070817f875a4f8d2	5f429a5871a7e074eee0dfa80de3ddcb	BB67A47A	LynxOsaka (Gps) (2007.09.06 15.15).lyx
59361ab21eb64072a39402b729b4312e	bb19e28707c58cdc070817f875a4f8d2	1B53EF16	LynxOsaka (Gps) (2007.09.06 15.15).o
296ba5b7cfc58990b00aa2426e19d69c	59361ab21eb64072a39402b729b4312e	73AD7087	LynxOsaka.lnx
67106bf81c0845c6c6942652a3b66c86	ca26e2598dc96e3bf4adbd8c541234ab	BA20466E	LynxOsaka2.lnx
7c6da680924b105b28f1aad07f2995b1	ef2c2afa41d825855014a9e8394ccd3a	35DCBD7C	lynxsketch.lnx
625e78379992277104975e0e2af1089d	e3512b118287061fdc696c9d442f00cb	C1FCEF27	Lynx-Uploads.lnx
280344c8b073895ecce286d1b9d87d8b	280344c8b073895ecce286d1b9d87d8b	ABA6DA3D	malibu bikini volleyball (euro, usa).lyx
a52aaa9f21989bbe14a3d3a8ea4e5563	98c851c7ed924e1c7123c60e5164819e	4BB6F7C2	Malibu-Debug.lnx
c6cc837114b484dd20167b467dbcd804	222c9b92b5fe4e2c218d25ef78162aca	9A6D1C70	Maria Brink Vertical Taquin.lnx
194a3eeb876d2b74cc480f4d337d79b3	194a3eeb876d2b74cc480f4d337d79b3	C3FA0D4D	Marlboro Go! (Europe) (Prototype).lyx
d72a35b47d2a57f5f3461b8cabf78ad7	9d89f921458b05ca72bd5115175ba8c0	07A7A91E	mascot1.lnx
450156242ec33e6ad5c33a03573245b4	21ab3f376624622e0d6a370b93c5f347	0AE98B4B	MDTM Vol1.lnx
9d7104a54a58829c3244e75d9c7a51e3	45d447b20ee3d272c0549abca4125c50	1A14E75A	MDTM Vol2.lnx
ed04356e4b60ad76b2cdf9a5814b0ed2	ed04356e4b60ad76b2cdf9a5814b0ed2	C40446CF	minimal.o
4436a6d4d228dee7cb74f10799e6e96c	bdf5486f0bab256398097aed4d746f13	F9C4C24D	mk2.lnx
e7e28ed3ce4412cb69e0dd1383929754	e7e28ed3ce4412cb69e0dd1383929754	E4112783	MK2.o
96da4e125cb204e0ce7119b07e349a45	96da4e125cb204e0ce7119b07e349a45	8164DCB9	MK2v2.o
659bf43075553651235bcdd246f7b38a	659bf43075553651235bcdd246f7b38a	0703552D	Modtest.lyx
f4fab4848c070016af702108aa1b50ec	f1b3de0b13fbee06b58982564f3e04c9	1A7C23AB	momotaro boy demo.lnx
a8c1239a13f56355b14d023d6c3b224b	a8c1239a13f56355b14d023d6c3b224b	2F2264B3	Moon Patrol (20000821) by Jum Hig (PD).o
8bcc16c4cebd604aa5ee1506b2d1a71a	8bcc16c4cebd604aa5ee1506b2d1a71a	554F8B2D	Moon Runner by Jum High (PD).o
192b6b764a3a1c7831e0a785fa4b5453	192b6b764a3a1c7831e0a785fa4b5453	7DE3783A	Ms. Pac-Man (USA, Europe).lyx
04d9c262c9dadf08416e680a902912d6	04d9c262c9dadf08416e680a902912d6	60E2F320	multcart.o
0454be32769dc9f5269211eb0c781da4	0454be32769dc9f5269211eb0c781da4	411F67FB	Multi Pong 1k by Bjoern Spruck.o
c451cea23290601d7f93cbc2225acdc9	c451cea23290601d7f93cbc2225acdc9	88BF1CC9	MultiPong1k1Player.o
f46b77e94226b55007d27235937c7e86	f46b77e94226b55007d27235937c7e86	81F0F2EE	MultiPong1k2Players.o
392f3d744b839a381d58ad5300c6b6a7	392f3d744b839a381d58ad5300c6b6a7	461C155C	music1.o
276b9be28571189912f05d321fcb04ef	276b9be28571189912f05d321fcb04ef	006FD398	nfl football (euro, usa).lyx
7ec4063eb6c7c74600d6a16fb3a3bdbd	7ec4063eb6c7c74600d6a16fb3a3bdbd	22D47D51	ninja gaiden (euro, usa).lyx
c9ed2a3bdefd6d5fdf67302d87b5cfb2	c9ed2a3bdefd6d5fdf67302d87b5cfb2	F3E3F811	ninja gaiden iii - the ancient ship of doom (euro, usa).lyx
d54af8bc00a1a8c1f591ba1391230bf9	449952083f84a814b20a728b88faa920	EB06BFEA	Nippon Ryoko 2011.lnx
4e12c6afdbab31a1c738aa95eb06e83c	fc8d5dfaccdf578ede88bc2dbbd193f0	BD56508A	no game demo (Uber-Rom).lnx
171ff6c046799e11b058745aab13c3df	32ccf99547240424124f98b3baec6c30	1A821C71	Nordlicht_2016_Desire_Lynxed_oldschool_demo_compo.lnx
c3a16eb1f52ad5e4534d532c195e9efc	4a1bcd1a6a61f027e91c79064fd8bc4e	C9F388E1	Novel.lnx
e37919528fd5cb068edb0c5268f27ce8	44ed82348bf43bb59ca245f84a26b35e	800C1E33	nyan.lnx
bf86f2e1b287907db6bb94906ce87d72	9d0999c7dc4ee052016246b3e01af2b0	E37F9DAB	orgna012.lnx
917f10900a1b06ec0f3a284761af34f6	67a14ce0d5fc5fbca4e0a3662644e5ee	4001FE9D	othello.lnx
b8fc04127e69bc4b077bb1956e9eb79a	b8fc04127e69bc4b077bb1956e9eb79a	29F8806D	othello.lyx
d92d327e7533f83439ae766fbe52772c	d92d327e7533f83439ae766fbe52772c	8A0E684D	othello.o
e029f0a95dcfe38ec0314b71b8ec004b	e029f0a95dcfe38ec0314b71b8ec004b	E90A66D9	Ottelo.o
5287a29e406dbf1b749da43cd5d1a79e	f0707d8cadda96ae46a0cba3802b48f5	C291C52D	Ouragan.demo.lnx
9469c96321b7ce67f7fd30866ec5e798	2bb50db599dc398097cee1444c067bba	32AB3FAB	Ouragan.demo.plus.lnx
0a14754b351b4f11a1359e252b8eb992	0a14754b351b4f11a1359e252b8eb992	AA50DD22	pac-land (euro, usa).lyx
1b467d6b53675c33452a6c43d2ef978e	f3d514af41b3c0e9958719ef9f3d382a	4E5D05FB	palette [a].lnx
4c80a2351480b20fd6bc14fe9e38c83b	32748371ae131a1bcd3c1a48117ee8cf	5561FBE3	palette.lnx
1b95a9c041bb4aaf3914e24e9d5e10d9	1b95a9c041bb4aaf3914e24e9d5e10d9	6CB91C84	pamela.o
2a59d2ca6d6f07bc2791bf349e2778ee	2a59d2ca6d6f07bc2791bf349e2778ee	4CDFBD57	Paperboy (USA, Europe).lyx
5702abb96f370cf720529eae5b08d264	5702abb96f370cf720529eae5b08d264	A48A654B	Paraply minidemo.o
6aea0005f54b540db5a42b6fd5f9adda	287af94c8ae67d7ba559fa13ec01d80d	1A669281	partym.lnx
1b0203b5a25d335eeb3570134d82ebfc	e09c2b7b7d7a487a35a15489a697130d	D8DA07EE	patw.lnx
c52c8dbec033feed9f0470f09e4b7760	461f07eb2086fc41b5b415fc2ff88752	E483B70A	pbguyL1.lnx
e9c68e17bb5d6e06b07331f10f197379	2824634d54f82c26dbc6db5d0d4c497d	74EC5E19	PegSolitaire1.0.lnx
ea4c1938b5b4788625af73b88cd7ccc9	2c3e85573e33874e7e0b7a6f112f94c4	C711198C	PegSolitaire1.1.lnx
37520049ac6bdaa415b2607656bb97fc	35b3be0653fedbf27acbcc481f2a9ba8	69204DA2	PegSolitaire1.3.lnx
52858d7600195911b77237eab410c9e6	f6a6e910f76efab64520dde52b801a4b	DF834425	Pegsolitaire512.lnx
05ec334fbf7d474054d8af5b72cd3820	3b8bf8e9fb77565dabb2cff54ef67f42	5B6D8FB8	Pegsolitaire512cart.lnx
1cf84cca323b1487e00ea3c54d75998b	7c321d08fe97b1b2fa32d93aa596c89f	7B567FA2	PegSolitaireV1.4.lnx
7c6af13165e1734bdf6f075ea5c231b0	7f62e154424fb48ebd322abad0da68e7	991142D3	PegSolitaireV1.4a.lnx
225ba0ea24f32c74ddd3e05508274f4c	b7c4dcf4949d40d1e4a1533b746c088d	E3515470	PegSolitaireV1.4b.lnx
facdf50d1bda1acf0800c46652a4414a	17fa2ca01be6452890a8bf9aab004d61	27D932DD	peugeot.lnx
874e7d56f0f19fe226abc39816e4a951	740899d92e3ed627f686c7a953c75051	46012642	picture.lnx
29a248fbc87f477b49587581e29c1dc7	29a248fbc87f477b49587581e29c1dc7	14D38CA7	pinball jam (euro, usa).lyx
5565889a9a8817f99ec6dda322a70877	5565889a9a8817f99ec6dda322a70877	2393135F	pit fighter - the ultimate competition (euro, usa).lyx
ca2bc490aaabd82d91e0f24567a39e95	ca2bc490aaabd82d91e0f24567a39e95	E04FC7F2	Poker Game (2005-04-10).o
8a7fc5f2c2afd205aa1edad6f9bc7210	8a7fc5f2c2afd205aa1edad6f9bc7210	99A6BC48	Poker Game (2005-06-20).o
836a13cb5fe90dee942c90f813cdaa70	836a13cb5fe90dee942c90f813cdaa70	235E70D0	Poker Game (2005-07-10).o
9334e4a8c59c0757eaa6662b1a9d8788	c3939c20c5bed77371fdce47d850f291	01CC59D5	Poker Game 256 (2005-04-10).lnx
e1bb5ab98fc7102db4b657312af27a1e	6dff4cc08dbb1b226e4494f868c1462d	0B081143	Poker Game 256 (2005-06-20).lnx
98089212ee61037e9fc000c3de5433da	0032a257437725dc61b030330905cf8e	15E9275A	Poker Game 256 (2005-07-10).lnx
e33c3b93b7f88196189d33fe762776e7	2e4cf78b9b190b5b09f354487074064a	2D446017	Poker Game 512 (2005-06-20).lnx
c14145bde4b7d8a69579e1d4e4a94d95	a0442ecfb4513cace66921cdbdf98507	C59F9B2D	Poker Game 512 (2005-07-10).lnx
cb0a88e4465d26a41509e9733195b98c	cb0a88e4465d26a41509e9733195b98c	5D2A366B	poker_.o
70056601fba05d439f9f570729f2f975	9d26a4d7241374222b051bad93b4021a	27DE09C7	polytest.bin.o
9d26a4d7241374222b051bad93b4021a	70056601fba05d439f9f570729f2f975	5C827DFA	polytest.bin_original.o
8117872c338fa434fc1b9e1de206ecc5	a27972623937b0a160a60efccdd0fe50	B6813E9D	pong (2013)(Karri).lnx
d9897fcc4f0b092c70312b1e856c1d0b	d9897fcc4f0b092c70312b1e856c1d0b	80727630	Pong 4 Fun v0.20.o
eab3cf7c0420d4fb1533a66d0e4d8363	2ecf91f289e18b09704d6051fd214a4a	111A3467	Pong.lnx
751d1d00cc766ad47ba7b334d1a2c398	20df36e492137606571024036a9714aa	327D6754	Pong00.lnx
a33b99b8899fa11144d44460cb92ee7f	8d3094f1bd699ceffa9cecb020b8c022	7E9DB1DF	Pong01.lnx
4d756a77cf3eab0223dbcbb2c8181bf8	f9131a14b3b7cdf13d7eed17ee2e491c	17EC1EB4	Pong02.lnx
b1babee20f5d3395d5157a67f5b9e8fb	3e45c9e68ae993f882fc0e3385eaca27	9CE4E85D	Pong03.lnx
a7e8dd65c5eed08dcb3fd92a0ad79df2	a7e8dd65c5eed08dcb3fd92a0ad79df2	D36E6950	Popcorn.o
b29414b8c81cc9ef28ef2f7a09d6d876	b29414b8c81cc9ef28ef2f7a09d6d876	99C42034	power factor (euro, usa).lyx
18d46a8772937f417ffb7a3a966677e7	18d46a8772937f417ffb7a3a966677e7	DA3EA774	projet.o
e41894fcd649286037bc1f5b22ec395a	e41894fcd649286037bc1f5b22ec395a	29AE310F	promotion btm 2011 philippe haouli.o
5e0b13c9f37aaef9c0d4ff881a39e836	5e0b13c9f37aaef9c0d4ff881a39e836	8F2DCB4C	PUSH 02-2007.o
a5e1c575feec80ba0946f26dac2f36a6	a5e1c575feec80ba0946f26dac2f36a6	31FF3F64	push.o
203c65c737495060ce410ea2df0e863d	203c65c737495060ce410ea2df0e863d	31EF2975	Puyo Puyo 2 (PD).o
00d3ecea7d8ee4c14078d8309b9bb587	00d3ecea7d8ee4c14078d8309b9bb587	937FCA1E	puyo.o
12e1eb0900402ef6de8b72dda5d22f47	12e1eb0900402ef6de8b72dda5d22f47	B9881423	qix (euro, usa).lyx
e3869fe2b3eabdbf137fa4f8738315c2	e3869fe2b3eabdbf137fa4f8738315c2	E8220B14	quartest.bin.o
abfd6ae93c31e8f59aa934ad922cb4dd	abfd6ae93c31e8f59aa934ad922cb4dd	BCD10C3A	RAIDEN - RELEASE 3 - CES VERSION.lyx
e0cb426257761c3688a866332ed48340	e0cb426257761c3688a866332ed48340	B10B7C8E	rampage (euro, usa).lyx
d8045ed542d5e58c779c884e0930e16c	d8045ed542d5e58c779c884e0930e16c	139F301D	rampart (euro, usa).lyx
ab5efd600313da42fa079207bb6be8ba	dee396f4d7cf169b1d1f6f70957dcacf	CD237884	rapide_racer.lnx
