rom	md5	crc	v14
Adventure Island III (U) [T+Rus_Mario Soft].nes	34da8a3c0400182de7cb96688a840a54	6E685473	5b952af83d8865ddbf91f3e7460380a2
Adventure Island III (U) [T+Spa100%_PaladinKnights].nes	3f8fe669d21dfef51f16ae29d45bcf3c	227325EF	ec84ac0607b01211f7eb05a670164850
Adventure Island III (U) [t1].nes	f2ce373f7c53722f77f1523aa0316c11	5473E541	c5f2ce4f30bb220c4d51c16b50944937
Adventure Island III (U) [t1][T+Rus_Mario Soft,Multisoft].nes	c8da232e4251de0e2d68aef9c4f9bfa1	AF376BFD	438e4acde60d196bbe18caad536c30ca
Adventure Island III (U) [t2].nes	89c5023654842babc106ef50f5dacceb	901FDA95	a7786a8b1cdcfa45b2447e297f4b609f
Adventure Island III (U) [t2][T+Rus_Mario Soft,Multisoft].nes	1f35b74cf3ed271e4cbf3fb5990bbda7	6B5B5429	8927ad2bf0ed26f1593a2546c4c68e61
Adventure Island III (U) [t3].nes	db0c8cfdb942e89230b9af103e9dbc71	AEAAD0B5	e0446e94bbcfed63616164873af3c91a
Adventure Island III (U) [t3][T+Rus_Mario Soft,Multisoft].nes	0a9fe95c6945dced4ce84028b9ab9311	55EE5E09	0ce6db2d2c81a7354acfe8b7332afe73
Adventure Island III (U) [t4].nes	efbdf73bccd8c0a68b636888598245dc	5D01E21D	cc57deeaacc0f0a27ccaea9d2afa3f0c
Adventure Island III (U) [t5].nes	1fd8076810a7450c1acd6d8899592c9b	611629D0	8a955f671e249d2931a33565c2bdc60b
Adventure Island III (U) [t5][T+Rus_Mario Soft,Multisoft].nes	ae17f113eeea058f7a2abc96fe29c186	9A52A76C	6106784decc8795126177ae5a0bd6800
Adventure Island III (U) [t6].nes	ab8ea909392550d5d8e46e70078d0a3d	7FFD9430	fa18118b2dc9006badbb1ee6239044b7
Adventure Island III (U) [t6][T+Rus_Mario Soft,Multisoft].nes	6893f5720e9d5ced02937536e6bdefaa	84B91A8C	003d8abd90432d720173280f88ae15b3
Adventures in the Magic Kingdom (E) [T+Rus_Chief-Net].nes	b0f8ce7bd55487614203505c20638706	DF51D17A	20e917f703dc23c990ed2ad518424eed
Adventures in the Magic Kingdom (E) [t1].nes	947a54c0434875d1c3f5c5fd2c9326e4	7EF825DE	b8ac56b86f45d9fea024bc7260d6ad6d
Adventures in the Magic Kingdom (U) [b1].nes	231b70513e8631e3f7e4d383b5baa67b	4B74F64D	13ad0c02d156a62eb8a05add6a35e0ab
Adventures in the Magic Kingdom (U) [b2].nes	3a79ee46bad1a8b2d72602f96f27efbe	32B5B9E6	13ad0c02d156a62eb8a05add6a35e0ab
Adventures in the Magic Kingdom (U) [o1].nes	50ac50afdeb6aadaad7969cf6c73161d	6E6C8273	13ad0c02d156a62eb8a05add6a35e0ab
Adventures in the Magic Kingdom (U) [o2].nes	822b984e8a9a662c0cda1d088d6ea024	B93C9E19	13ad0c02d156a62eb8a05add6a35e0ab
Adventures of Bayou Billy, The (U) [b2].nes	e022f0127499d2fe626798f56b1dda6a	05D2EDAF	e6f2d06e27c12beb165053c66651bda6
Adventures of Bayou Billy, The (U) [b3].nes	0da1510aec2eb831294497502809c705	2B7B3869	e6f2d06e27c12beb165053c66651bda6
Adventures of Bayou Billy, The (U) [o1].nes	db1ec72fce8e2575beabbeb545c60776	200C3A12	e6f2d06e27c12beb165053c66651bda6
Adventures of Bayou Billy, The (U) [o2].nes	ee55c9623cb1a1d44641814aaab55cf8	7293209F	e6f2d06e27c12beb165053c66651bda6
Adventures of Bayou Billy, The (U) [o3].nes	ea19ad332c9df2d9716656598e8f579f	3520ED4E	e6f2d06e27c12beb165053c66651bda6
Adventures of Bayou Billy, The (U) [o4].nes	b3e0a6779182bfef85381718528571b1	0F084DB3	e6f2d06e27c12beb165053c66651bda6
Adventures of Bayou Billy, The (U) [T+Rus_Chief-Net].nes	a26377e1ac25f2e720548e47c9366e3e	94CBA41E	46892e036752d8b2bedb10d9a28bf105
Adventures of Captain Comic, The (Color Dreams) [b1].nes	6f61f4ed98c423cf08d0bdb927f03e36	1BD7E0F2	2f31d3cedbea46f56466b06ecb6f7eba
Adventures of Captain Comic, The (Color Dreams) [o1].nes	c65fd523de91ec68772cf0a6d4318351	A8E54BA5	2f31d3cedbea46f56466b06ecb6f7eba
Adventures of Captain Comic, The (Color Dreams) [o2].nes	748bcb29b2ec9f621f13d142239de582	31950BE1	2f31d3cedbea46f56466b06ecb6f7eba
Adventures of Captain Comic, The (Color Dreams) [o3].nes	28f174ba7eac169ad54a03cfab6f4fcf	9E04343F	2f31d3cedbea46f56466b06ecb6f7eba
Adventures of Captain Comic, The (Color Dreams) [t1].nes	725771ef51d917ebc3ec68337a8d7f73	9236311B	52af8523ed39d2a0a2a2a04fe9afa96a
Adventures of Dino Riki, The (U) [b1].nes	31104d84586d8653eeed0590fb5d752c	127DAA40	bfb9aafcba26436b17f9a046aa4076a6
Adventures of Dino Riki, The (U) [o1].nes	2cd418b41ca83ccefbe9c1ce6b550911	03F71026	bfb9aafcba26436b17f9a046aa4076a6
Adventures of Dino Riki, The (U) [o2].nes	9270a8d8c617eacf31045d795d619596	AA82481B	bfb9aafcba26436b17f9a046aa4076a6
Adventures of Gilligan's Island, The (U) [T+Rus_Chief-Net].nes	3278220252d03247ddcc67d0dd040d55	2CAF7412	d68cc9b59fbb02b5f56769cf542fa28e
Adventures of Ice Mario (SMB1 Hack).nes	33dda7e987741f587b2df710fef10ea7	B9F42768	05dea2c8ad6ec6ff322d36b1e22011b9
Adventures of Lolo (U) [b1].nes	38516649d5d9c0b51a9a578c8178ee5b	B66471CB	473724caf02aad4300e7a1cf4c62719a
Adventures of Lolo (U) [b1][o1].nes	5e0c68a1ca1bab1462f2b80163163b1d	35AC7FF5	473724caf02aad4300e7a1cf4c62719a
Adventures of Lolo (U) [b4].nes	12f882fc8947fb8b91ca701e28b4ffe5	EEE81E51	473724caf02aad4300e7a1cf4c62719a
Adventures of Lolo 2 (J) [b1].nes	40f7db6167758f155aa842753508614e	F8C33DB0	de8ad14372e350bd69e79f90d7c02766
Adventures of Lolo 2 (U) [b1].nes	86328064cf8b3461467382fbc3934e9e	82973F90	9c1d74f31b66b89fa7852eccb3858397
Adventures of Lolo 2 (U) [b3].nes	8db074c60301a52855e4544aea321d48	231EE03F	9c1d74f31b66b89fa7852eccb3858397
Adventures of Lolo 2 (U) [o1].nes	52a97567f8f1827c79f3887ae376dacb	5B45703E	9c1d74f31b66b89fa7852eccb3858397
Adventures of Lolo 2 (U) [T+Fre].nes	bb609c0ec2ddf47e0c9ed7214b55a192	1F01F9FB	2890ab634c5262bd80656b69382b9de0
Adventures of Lolo 3 (U) [b1].nes	980a1a625b10c276857c66530c755ea8	6C071A95	3a908031aa0e30b2122e9468b96ead85
Adventures of Lolo 3 (U) [b2].nes	67fd177b79f82214c7667350586f6c82	E1A851AD	3a908031aa0e30b2122e9468b96ead85
Adventures of Lolo 3 (U) [b3].nes	ce62224b012054fad6dbe0d7a9adb501	E03E625C	3a908031aa0e30b2122e9468b96ead85
Adventures of Lolo 3 (U) [b4].nes	a40f2f8a67930b64c8ed152cdee6f72f	BFCD3746	3a908031aa0e30b2122e9468b96ead85
Adventures of Lolo 3 (U) [b5].nes	da949b020d1b1e31f319d5dae7295f41	4E095305	3a908031aa0e30b2122e9468b96ead85
Adventures of Lolo 3 (U) [o1].nes	e9a9343d5c2c1a269af2c46a171448d7	0B3967CA	3a908031aa0e30b2122e9468b96ead85
Adventures of Rocky and Bullwinkle and Friends, The (U) [b1].nes	55c6dc752ae60d0c09687a8878db757e	65DADCB9	60610e51bd6cd8671ff2d3f4000dc360
Adventures of Rocky and Bullwinkle and Friends, The (U) [b1][o1].nes	aeba324d81f40b47613ea0c95b7857a1	C648B1C1	60610e51bd6cd8671ff2d3f4000dc360
Adventures of Rocky and Bullwinkle and Friends, The (U) [b3].nes	e7be72eecc5f37cb102847d89ceff543	017A8DCC	60610e51bd6cd8671ff2d3f4000dc360
Adventures of Rocky and Bullwinkle and Friends, The (U) [b5].nes	c17c5510bf604640c21f9daa8caf3efe	C694EDA2	60610e51bd6cd8671ff2d3f4000dc360
Adventures of Rocky and Bullwinkle and Friends, The (U) [b6].nes	fcd15b9a4fd56b399a67185288bca574	58A4FE8D	60610e51bd6cd8671ff2d3f4000dc360
Adventures of Rocky and Bullwinkle and Friends, The (U) [b7].nes	9107cb4e0f6e237d1c0ce7d682f0e263	D2BD4F4E	60610e51bd6cd8671ff2d3f4000dc360
Adventures of Rocky and Bullwinkle and Friends, The (U) [b8].nes	91b54b3e394f9c0b19583aeed37286f9	DC7B3E65	60610e51bd6cd8671ff2d3f4000dc360
Adventures of Rocky and Bullwinkle and Friends, The (U) [b9].nes	a13c0c837d29e24406f621e96648534e	29BE4E7E	60610e51bd6cd8671ff2d3f4000dc360
Adventures of Rocky and Bullwinkle and Friends, The (U) [o1].nes	827eb6d4cad80a815ecdfbe7c5a51906	4DC7F791	60610e51bd6cd8671ff2d3f4000dc360
Adventures of Tom Sawyer (U) [b1].nes	4db905ca6df6a9983c93c88689657d5a	3858D93B	8c635743c7cd36ab904bc6beaac7c163
Adventures of Tom Sawyer (U) [b1][o1].nes	a330c77123d49b329f81adb4b8cdb40e	F64B6091	8c635743c7cd36ab904bc6beaac7c163
Adventures of Tom Sawyer (U) [b3].nes	4fbb83d0aab7fdb1b171a40b34efc75c	F18E86DD	8c635743c7cd36ab904bc6beaac7c163
Adventures of Tom Sawyer (U) [o1].nes	ab31f5f4e9e6637c558d0f38289341ab	EF3D3C75	8c635743c7cd36ab904bc6beaac7c163
Adventures of Tom Sawyer (U) [o2].nes	8db6bbb803a0d74b2bb7b2f42b1cc0f9	AF96CB8D	8c635743c7cd36ab904bc6beaac7c163
Aether Copter (Unl).nes	2c4177aefbb580903cbb7dbf092358de	F4AB7661	df54c619afca5ddd721b6b380fcb492d
Afro Mario Bros (Mario Bros Hack).nes	7ac02fb8cea9880653c10f9924d9937a	E536703B	a581833aa015394de219f52888039812
After Burner (Tengen) [b1].nes	d8b2ec2450a65453282d74cfd3051ce7	F30F2225	2673c9b12151fc460dd13bdc522256b1
After Burner (Tengen) [o1].nes	0bc9b100b69d965c5e2f6f134f2d9df7	89F4767D	2673c9b12151fc460dd13bdc522256b1
After Burner II (J) [b1].nes	a2847b9dfee14528edf53fad0d9e90d7	911B1A96	977e9263e3874d1b053c8b4a5fc9ee05
After Burner II (J) [b1][o1].nes	7264a61c052168ef444cf63d6364ccb3	D07462A2	977e9263e3874d1b053c8b4a5fc9ee05
After Burner II (J) [b3].nes	2b60d1787a4c22f2a0c399af48df5535	ADD0C899	977e9263e3874d1b053c8b4a5fc9ee05
After Burner II (J) [b4].nes	82e895800d9df5f9f5b8194287986460	14901AE1	977e9263e3874d1b053c8b4a5fc9ee05
Ai Sensei no Oshiete - Watashi no Hoshi (J) [b1].nes	98339cda43800eb8d27b1453b554723b	F7248323	b0da4553e47b2da06ebe3987a08b26ab
Ai Sensei no Oshiete - Watashi no Hoshi (J) [o1].nes	ce042716c7ab1cb1a34009ba9d64448e	CA558063	b0da4553e47b2da06ebe3987a08b26ab
Ai Senshi Nicol (FDS Conversion) [p3].nes	b00e878010f4e919a38090f8c05cc5b4	D2A09F84	467869c1e9c417f947edaf93131e82fd
Air Fortress (J) [b2].nes	cd6303a262bf6dcae196e6d8c8e810d3	640F16FB	b50bea9d5eda3649361648b252925275
Air Fortress (J) [o1].nes	61f9b26feb0cba76462117c66736875f	7AF56C41	b50bea9d5eda3649361648b252925275
Air Fortress (J) [T+Rus_Guyver].nes	9fb7e9eeef83509dfc2d12c3c2ce4d18	71EE6AC7	dddc5a36091238931dc1b35456985e89
Air Fortress (U) [o1].nes	15f939f1bd5210745891038c6ac99c23	ECC1759D	c77a28fd1f6257b0b50f822814fc8134
Air Fortress (U) [o2].nes	93157a3fc10e485355b6e1623637c4ac	3CC2ED37	c77a28fd1f6257b0b50f822814fc8134
Air Fortress (U) [T+Rus_Guyver].nes	6f7555463dadabb843cf0ad8e77688fb	7771EB18	cfe846d606be1207495b2aaa629fede4
AIR-PCM (PD).nes	a9cd6b738cc87b81ef779e8f9fc40c12	43A14056	a2ed7d42fe6e2de94df0ffa3fbd9fead
Airial Hero (Unl).nes	2d42faf1a57ea77cc251b55183e59ef2	4C4AE706	e671261699c410f3e4569e333dc9ff72
Airwolf (E) [b1].nes	2e188c09180ef0b52675e71e7eb31675	BC93D3E7	04228ee488627e75a345d6d82b00b510
Airwolf (E) [b2].nes	a3c2a238dca7a8eb406dd7decdc38101	836244B0	04228ee488627e75a345d6d82b00b510
Airwolf (J) [T+Eng1.0_Vice Translations].nes	bdb6c1b72c6cf039a748a2f6a354813b	DEB8EF4A	765c12c01768e88e7d9350708b1c7a5c
Airwolf (U) [b1].nes	fc483fe658bab409fa9659b161df2c3d	2903CCA5	1372771e3fb8468099e2f66042e51379
Airwolf (U) [b2].nes	a426a471dcc208dc5f5a32ca30ca2d2e	5AD04EC3	1372771e3fb8468099e2f66042e51379
Airwolf (U) [b3].nes	e771c858d53764b8d405b59b01930fea	B9F72776	1372771e3fb8468099e2f66042e51379
Airwolf (U) [b4].nes	8aa66905f6471a1e60ff6fae4c52685b	D5835F82	1372771e3fb8468099e2f66042e51379
Airwolf (U) [b5].nes	fbbb4a66056a16432dbaada4578f9c26	250BCD2F	1372771e3fb8468099e2f66042e51379
Airwolf (U) [b6].nes	edfd0c86ef0312164f15742acd46d986	C3A93700	1372771e3fb8468099e2f66042e51379
Airwolf (U) [o4].nes	14cc4ad2da5ea8eb2e077e7827801794	AA412FC7	1372771e3fb8468099e2f66042e51379
Akira (J) [a1].nes	1c0ae88c900e526e17cf9aedcddbdfb3	209FA52A	ff0229837475ea8e40c3c7b27337a643
Akira (J) [a1][o1].nes	3b80213dc21a4a6347809c8072d33ea9	BB6F137B	ff0229837475ea8e40c3c7b27337a643
Akira (J) [a1][T+Eng_Chocoman].nes	769cd82edef9a6cc8324f7fd0b36ebe1	51B9A3BD	dab535195d67645ef4b4b355127f9575
Akira (J) [b1].nes	a354767aeb26cbe550a88e04bc42b200	480E5786	ff0229837475ea8e40c3c7b27337a643
Akira (J) [T+Eng0.995b_DankTrans].nes	40cf8007c191c9b0f444d5e6651f740a	AB6A9EE1	5293c0538d0a4cb9ba74de7a86a7f09b
Akumajou Densetsu (J) [T+Bra67%_GTP].nes	a50d671aa61c205c91aa5a1c0aefe5af	47B94268	29d09eddbd56d8b0088da83ce83d687c
Akumajou Densetsu (J) [t1].nes	9a4ad2df96f1b8328ef2755d375c1da9	6EA24628	6fa04b5080d74449ea678125b6b80c23
Akumajou Densetsu (J) [t2].nes	f5abd96bac6bbc4fef60a6915bfef587	64467E9B	6aa7973ffa3bd80017c13b5090906555
Akumajou Densetsu (J) [t3].nes	ba1cf50611a095acf511620d84979fc5	0172C63C	f25bda94a96816808d7bc77358b7fb28
Akumajou Dracula (J) [T+Fre2_Generation IX].nes	f0a1c865608abd4d3d3ef2957f5c677b	BB30BFD5	75e8ebc6200a8afa1d01d96895cb716a
Akumajou Dracula (J) [t1].nes	b070d52e95799a8d8501d1cc74172b66	32C50418	3f194aa6e89ebecc7f7f98f4892c23e6
Akumajou Dracula (J) [t3].nes	35ec249a3216d5d97a2ed071fe05e3d2	665639A1	f4296e7548a8c16fcce4b66e1e79759c
Akumajou Dracula (J) [t5].nes	d39bb40f00549d2c1bd27cfd79cd22ba	0CDB4717	57445f8b9a7075b40b908c0bf500a781
Akumajou Dracula (J) [t6].nes	3b4e78a4f9cb83f5c9f262f3f788b985	D2A7C5C7	c177e82e818042e73cb474da0f913630
Akumajou Dracula (J) [t7].nes	6d15c5362da4e7357e15aacf882adbd4	5BE16C06	8a4c166fa0ffc9a61f495c1e1f2e7923
Akumajou Special - Boku Dracula-kun (J) [b1].nes	4e430459ca31d6fe6a4682228dd63901	FC265F93	e0df334203be222ff23a42b42fe1438e
Akumajou Special - Boku Dracula-kun (J) [b3].nes	d051d204d83fcc8a48151f3a3a73a509	048FF72F	e0df334203be222ff23a42b42fe1438e
Akumajou Special - Boku Dracula-kun (J) [b4].nes	b1247664ae672ca4b910ee715e91851a	44E99D71	e0df334203be222ff23a42b42fe1438e
Akumajou Special - Boku Dracula-kun (J) [o1].nes	195726a5588621d6a4cd57dc6b1dda76	3F7FF73A	e0df334203be222ff23a42b42fe1438e
Akumajou Special - Boku Dracula-kun (J) [T+Bra1.02_Made in Brasil].nes	130e449f4fbf5727768198f3fe9f8a99	4073835F	e1cc426a0ef29352a592a79621c6a9a0
Akumajou Special - Boku Dracula-kun (J) [T+Eng1.04_Vice Translations].nes	42274f44e77e1ec18f714a919d763124	F70DD01C	b1c9aa9bb4bdf25bbb3258099ef44433
Akumajou Special - Boku Dracula-kun (J) [T+EngR1_Kalas].nes	aaeca541b58abdae40e2bfecf7288090	CDCB9F30	d7ea3aec04cee54ccaa32504e69d101c
Akumajou Special - Boku Dracula-kun (J) [T-Eng1.02_Vice Translations].nes	b13aba2cf02ff50d95adcf014e6e5bb9	6A6C9C65	9485ee11a667ceec8689ca02f6f48121
Akumajou Special - Boku Dracula-kun (J) [T-Eng1.03_Vice Translations].nes	579645323e515d4b1b0ad66145658a72	C65393B1	2e05b5087d38252b41c20d1e5ff4e9e1
Akumajou Special - Boku Dracula-kun (J) [t2].nes	6f3e634bbe29e16e3545eba731f717ef	FE4720D0	9d9c14906c4224d201a24a7bd4c4f56d
Al Unser Jr. Turbo Racing (U) [b1].nes	2bf59a3fa90586dd8c7733b6005050d8	C5B97D3D	592fcadb746948fd61ba921691fe42a1
Al Unser Jr. Turbo Racing (U) [b2].nes	d81f112d1d321ccb5dc7539ab0fffd43	F4002580	c6dc6ccfea184041dccd42a44866996d
Al Unser Jr. Turbo Racing (U) [b3].nes	73110b511c5d8770c92118700cce308f	42C787FE	c6dc6ccfea184041dccd42a44866996d
Al Unser Jr. Turbo Racing (U) [b4].nes	1208076ac4d4b09b68f2c607997931cc	578802D5	592fcadb746948fd61ba921691fe42a1
Al Unser Jr. Turbo Racing (U) [o1].nes	4a499bd93b090b9fda59b2f859ed87e3	283128F6	c6dc6ccfea184041dccd42a44866996d
Aladdin (SuperGame) (Mapper 114) [!].nes	90c0057e9176c48944adddebb4d4c8f1	C5D8F308	68e495bd4dfa23c276cf5d5ceed2d6b1
Aladdin (Unl) [p1][hM04].nes	2b0a1edd07c0f51650c53cb8d9373ada	FC0916FC	4385155974d7abb97776522f72c26230
Aladdin (Unl) [p1][hM04][a1].nes	e48803ed112b3809373948531256de89	16E678CA	af7141a5fb6cffa3111ac20f54b6101c
Aladdin (Unl) [p1][hM04][T+Rus][!].nes	bcd496aa71623b4720189bff3d8b2765	59EC3F6C	a55858d675f5ffdc51d75a96f6f5b14a
Aladdin (Unl).nes	62e8f3801474653ea5c2f9ffebda3079	5CEC4496	d6bd8c0a3f36b07c0b189f3d5664bf9c
Aladdin - Return of Jaffar, The (Unl) [!].nes	f9d359ebd8ff42bcb936a06557c5ca3e	A2619D66	567640e02a93902bc3db14309c6849a1
Aladdin 4 (1995) (Unl) [!].nes	201e8c6aff6ed11887361aca8e33a964	07C934FF	af7141a5fb6cffa3111ac20f54b6101c
Aladdin 4 (1996) (Unl) [!].nes	edb071f9110d22a365b91bfaaa9850ca	DDA79434	af7141a5fb6cffa3111ac20f54b6101c
Aladdin II (Unl).nes	b12f160d2999d6d827910d88910184f1	7C0664A6	a65d09236e647329e50c7829ca4f2b28
Aladdin III (1995) (Unl) [hM03].nes	b997bdb77ca120b38779a93d4d579264	86C50FBB	951f4a2d9f1abf37fe959197c2ffa9f8
Alex Kidd DX (SMB1 Hack).nes	73cf3eb5bcc3466304c23a1439e8d386	79758DB8	b531c907bd9eb5a8be2024f63e416d46
Alfred Chicken (U) [o1].nes	e1b249f6217f8589e6b58333b983ae68	6D9DDDC9	2eecae9e49165a67f2015cbe946dcc98
Alien 3 (U) [b1].nes	bc6c038faa7d6aa0733f9ac2fb2ccf16	FEA80781	5621613236b244b7558e6851e305ef85
Alien 3 (U) [b2].nes	f30556a4d30a9352536b16359f25299d	75625BC0	5621613236b244b7558e6851e305ef85
Alien 3 (U) [b3].nes	ead5ba0536738a517790ee3b7aabbd05	9661633E	5621613236b244b7558e6851e305ef85
Alien 3 (U) [o1].nes	0b12163fc6ca3d050d2049222e817d54	E0934820	5621613236b244b7558e6851e305ef85
Alien 3 (U) [T+Rus1.0_Shedevr].nes	85f5aac4613bf65e43c2a42470e63bc2	57260C71	2a461ade876adcd70295c64eb51a772f
Alien 3 (U) [T+Rus_EmuCraft].nes	57c6c3bf0f2f4b0dc308ea75ce0e4b69	740D4EE2	f68d220effda67e83be167f96c2b8345
Alien 3 (U) [T+Spa100%_Emu4ever].nes	12cf2bd4ab69a80db82563299001df23	A9C9E7A7	55b17c0a92eaf0d63b08b8bb52a5c19b
Alien Syndrome (J) [b1].nes	9c2ddb2696d89fcda71c668bf4b012ea	8BB8B772	b250ec33194effe8a892bbfd5933c2dd
Alien Syndrome (J) [b3].nes	27d8c45683900ba51a715f58822de2e6	726A6348	b250ec33194effe8a892bbfd5933c2dd
Alien Syndrome (J) [o1].nes	30181bf582c4f28236459c14bda03fd4	35730F05	b250ec33194effe8a892bbfd5933c2dd
Alien Syndrome (J) [o2].nes	ba136c0d61359701cfa1af604873b9f2	2A8EF12E	b250ec33194effe8a892bbfd5933c2dd
Alien Syndrome (J) [t1].nes	18e4ceaaec274696a9c3dcb3609d5fef	A7A37218	6e36be0e9b8a6cfdd9af952a74f2fb67
Alien Syndrome (Tengen) [o1].nes	58c106429c919aa4a1c8ae1a9df78168	0FACB11B	060c331aff7e94158f0205acb04be2d3
All-Pro Basketball (U) [b1].nes	5a5d901e19fb19fa3b76343849849a8c	5C731E1C	f9653bb5c7ad40057647677b58c9b6f4
All-Pro Basketball (U) [b1][o1].nes	1eec8c45145a0b89595fd0952523ea9d	7FBBB37F	f9653bb5c7ad40057647677b58c9b6f4
All-Pro Basketball (U) [b2].nes	d521a3bd8dde59da7a447e00708be385	12FBE498	f9653bb5c7ad40057647677b58c9b6f4
All-Pro Basketball (U) [b3].nes	fabd2413df6488538c2a90e84abb3e73	EF777E0E	f9653bb5c7ad40057647677b58c9b6f4
All-Pro Basketball (U) [b4].nes	2be1ca2ffebabc18c4f30ad128e71fd5	2FAE290C	f9653bb5c7ad40057647677b58c9b6f4
All-Pro Basketball (U) [b5].nes	346e5afa3e31fb2819bb22b0ac1a3dcb	629F286F	f9653bb5c7ad40057647677b58c9b6f4
All-Pro Basketball (U) [b6].nes	d4093eb4290aa21411ba504341aa71c6	1619F485	f9653bb5c7ad40057647677b58c9b6f4
All-Pro Basketball (U) [o1].nes	903d915d3140b7b0c1a98c462479e73b	61266016	f9653bb5c7ad40057647677b58c9b6f4
All-Pro Basketball (U) [o2].nes	9fc5a4a77f3fd225c3cdb73df21d0f6a	48796EFF	f9653bb5c7ad40057647677b58c9b6f4
All-Pro Basketball (U) [o3].nes	b4c93033124f7165c5ff881179bf3aed	14A45039	f9653bb5c7ad40057647677b58c9b6f4
All-Pro Basketball (U) [o4].nes	b2d20df537dfa041d34b34a389e606f0	26B77CBC	f9653bb5c7ad40057647677b58c9b6f4
Alpha Mission (E) [T+Rus_greengh0st].nes	2ec89fc16f8bea5756b0eb4c62a55861	F3CC2AB5	1b123420b5675e6fd6bdc4632521d21e
Alpha Mission (U) [b1].nes	79f9dac9324b0009157ba3f40445f6a8	1D6A90B1	b5e9678ada66593d6a863d46f48dce70
Alpha Mission (U) [b2].nes	bd09419b645c65f17c0d342bcf503e6b	308FC9EF	b5e9678ada66593d6a863d46f48dce70
Alpha Mission (U) [o1].nes	e7b47166c17958160a60df01e9404941	A33AB480	b5e9678ada66593d6a863d46f48dce70
Alter Ego by Shiru (Spectrum Conversion) (PD).nes	1f21f648af663fbd3c864b7283d994c7	5F322F79	a7b7948b4c66d9f8aa8330182770ff8f
Alter Ego by Shiru v1.022 (Spectrum Conversion) (PD).nes	b12d0aefbde9b50eec53884d04d083b5	A7F8836E	3bd2253c661ee695a71752a6ea680c56
Amagon (U) [o1].nes	9a100931c7fbbda2483b2f3e19d6b350	1B7BD161	d8bd241e27f2c1812751e4e92c7ec68e
Amagon (U) [o2].nes	b999141607c7cb5d6d328cd1b474464c	C546283C	d8bd241e27f2c1812751e4e92c7ec68e
Amagon (U) [T+Bra100%_Groxo].nes	0870c5251dc4d79106ab6b964b1861cc	E1A7F162	d60a4000c56e800994b555efab19230e
Amagon (U) [T+Rus.99_Shedevr].nes	90950f47df2f4dfe7396c517c2699420	2425EBB7	abbceff7684b678dba0a109ac2314bd3
America Oudan Ultra Quiz - Shijou Saidai no Tatakai (J) [o1].nes	9144d5e82db7c37d97d253c6f343a4f6	F387DF17	4543841aae7b102fd674ee145102d0ee
American Dream (J) [b1].nes	f5d6f5613c6954c6cd5655d5f997ea2d	82240C61	c9ff57c64fac274837e8df9d4cbea96c
American Dream (J) [b2].nes	b3d78fd71d49521519e8362de9ed711b	6D371BEF	c9ff57c64fac274837e8df9d4cbea96c
American Dream (J) [b3].nes	cbacbeab1a3c5195568d2e83e892bef9	107957DA	c9ff57c64fac274837e8df9d4cbea96c
American Dream (J) [o1].nes	25ff64d5249d06844826be3d42df6e56	E97ADBCD	c9ff57c64fac274837e8df9d4cbea96c
American Dream (J) [T+Eng1.0_Pale Dim].nes	cc84a1f939d0deb774d8d220665bb6a0	D2275854	d0bb25fad8863cb8d3dc86fa37a47e18
American Gladiators (U) [b1].nes	8edf70da7958eda2165736ff50cc3550	5A9D5312	9c4aaf4ff45b782e19d8d1dea534e644
American Gladiators (U) [b2].nes	a272db523ca217222fa9226f241a83d1	E6E48DCC	9c4aaf4ff45b782e19d8d1dea534e644
American Gladiators (U) [o1].nes	5d480c38f9725f0cf637d9d2df529dfe	91FB12D3	9c4aaf4ff45b782e19d8d1dea534e644
American Gladiators (U) [o2].nes	b9a1289cf0c3e4ada21652476e18e54d	D5F75686	9c4aaf4ff45b782e19d8d1dea534e644
American Tecmo Association S10 (Tecmo Super Bowl Hack).nes	3a5035c9340dff9e8fa3f059350119b1	9786A524	319ce0dca8b9517379cd49611210cb4e
Angry Birds (Ch).nes	44ba6a8bf133b5cf53a3c0d577918320	1499B706	795db9d6611c368e1ad88360ade9aae1
Angry Birds 2 (Ch).nes	a69fa5c52d85ae39fb0935cfcac6ab49	EA92AD63	5f6baab35694e41f3f18ffaeee9c91d2
Angry Birds 3 (Ch).nes	c9f1459da968a7acaf545c8d19761bd0	549ED504	795db9d6611c368e1ad88360ade9aae1
Angry Video Game Nerd VS Dr Wily (Megaman II Hack).nes	8eda0e4c3ac3a393bcc909015c81fac5	922ECAE5	35bb882fd96965fe2a6e05fa4288831f
Ankoku Shinwa - Yamato Takeru Densetsu (J) [o1].nes	551a1dc2ea8f29d9c9e0f4f8be98aec7	4AA859D7	53602b8484c73d345d8e2aaa4b607c4d
Anon Gunman (Unl) [T+Rus_Cool-Spot].nes	108205eca6705ec98644ee393833e0cd	04A1504E	25889c431b43302132d8523efa2b747f
Anti-Hippie Dr. Mario (Dr. Mario Hack) [o2].nes	42f397761c1aad36cc6e25f9c22f548e	753A3574	ad9f6790a0e3202b93bb650428d70b45
Anti-Hippie Dr. Mario (Dr. Mario Hack).nes	fec0d970ad4a5cf2b5c22ecb59ac46e4	587CEA76	ad9f6790a0e3202b93bb650428d70b45
Anticipation (U) [b1].nes	4450f3a736eaabaf1a19820ab81fc2ec	5FB97B1B	14de068a0ea0b211c697d8795228c282
Anticipation (U) [b2].nes	bd87a3647670cbeefc2d638e4aa13d9e	ECCCE398	14de068a0ea0b211c697d8795228c282
