rom	md5	crc	v14
Parodius da! (J) [t4].nes	385457f8fef5ffefbc5ad95f4cd2dea1	327E70C8	a9c2e2223f88c45bb16ffefffdc16302
Peek-A-Boo Poker (Panesian) [o1].nes	56854b79ea2f0bfc8918c64f0123f921	C1810340	07d737a0492986259969abe482f106b7
Peepar Time (J) [o1].nes	0ee3ac96e82cacec86fbd8fadce19f46	A8B58C2B	5d0affd331c6685b64a94d3e2b646669
Pencilvania (CV Hack).nes	b0d948edba70929ee9ba2ba737b6d4e1	686911EE	5387f4d07ab0334b16774fe48b7370d3
Penguin-kun Wars (J) [T+Eng1.012_Penguin].nes	db838c892b812fd2db426d5680dfe7d5	536F8C25	810b6f4274c7d81589077bb742a72775
Penguin-kun Wars (J) [T-Eng1.011_Penguin].nes	4a0e3f34c12f11a1500b38a210f59f38	29065699	810b6f4274c7d81589077bb742a72775
Penisian (Galaxian Hack).nes	5172c9d0c4191593afdba86c6f88a374	859E70BE	f872ac4342fa9e373bbdf1102520b6ef
Perfect Bowling (J) [o1].nes	5690dc840f8c44bec8d8de6712515fb1	D209C721	65a0ddf06c9a2b14194bf76d2924947e
Perfect Fit (U) [b1].nes	3539e2ef992c44ee7eb301c320c320e2	7FEE7BCC	66a44bbb6ac48f0b110e5a2494c742e8
Perfect Fit (U) [o1].nes	a5d0b9f15368c618fe40af302180974b	7B6DEF85	66a44bbb6ac48f0b110e5a2494c742e8
Pesterminator - The Western Exterminator (Color Dreams) [o1].nes	bb4dd4f504ad4a5493758eac888f4089	CC6CA6B2	5dc89c8decacbb1f9250f3328a613144
Peter Pan & The Pirates (U) [b2].nes	7a4b439f095b6ae926cb95cf59293856	31E4DC73	17850abfc4a1defdb66a33a4c35b8979
Peter Pan & The Pirates (U) [b3].nes	5e0dc3f21944d4cfa2a80688fbc1f8e5	3113FAD3	17850abfc4a1defdb66a33a4c35b8979
Peter Pan & The Pirates (U) [o1].nes	c41ef80d2f11755ad1adb10902a17d1c	4D7BB238	17850abfc4a1defdb66a33a4c35b8979
Peter Pan & The Pirates (U) [o2].nes	59a3bc654838baa6c813ba922aaec493	D7C95237	17850abfc4a1defdb66a33a4c35b8979
Peter Pan & The Pirates (U) [o3].nes	79c8391984cae08b60c8b936a92dd92b	197E1FDB	17850abfc4a1defdb66a33a4c35b8979
Peter Pan & The Pirates (U) [o4].nes	ca754583e122ca84e04950038300871d	62740BAE	17850abfc4a1defdb66a33a4c35b8979
Phantom Fighter (U) [o1].nes	d5a584eaf2d1b05e98757651d439aafa	39F11804	07a1dfe3d89cab67f41aac48f91c86b3
Phantom Fighter (U) [o2].nes	c32a9058c6edcbf3d29c550c0ef19b59	1B2CF839	07a1dfe3d89cab67f41aac48f91c86b3
Pictionary (U) [o1].nes	0363513924a119f6d205d3ea66d4cbef	6D954FBE	8cb865875be2d3ba5c0735680416dd3d
Pictionary (U) [o2].nes	4e4102a80071227fa5901390f32b3f1e	FEF3FBAC	8cb865875be2d3ba5c0735680416dd3d
Pill Head (Dr. Mario Hack).nes	362d8cfb4cd630ec3752a8f78ef5e4ed	4279A2E0	ad9f6790a0e3202b93bb650428d70b45
Pin Bot (PC10).nes	3cb7b45f771d26d6956d69fc4809a8a9	A885C802	82d60b4a6a80b9c18be959cea1837c57
Pin Bot (U) [b1].nes	5bc2b9f2802df4af66f4cb4db6a0eee7	5E056752	82d60b4a6a80b9c18be959cea1837c57
Pin Bot (U) [b1][o1].nes	b61e52a2f93d873153d586b772220ca0	21DAC294	82d60b4a6a80b9c18be959cea1837c57
Pin Bot (U) [o1].nes	2d0d0c27dacfc3a9d2f2eeb63f45f7ba	F298E6AE	82d60b4a6a80b9c18be959cea1837c57
Pin Bot (U) [o2].nes	5f542be0f67ad89f86b45b2ebd6ce2c6	96E80A0D	82d60b4a6a80b9c18be959cea1837c57
Pin Bot (U) [o3].nes	43afb558f1c8af47d6c99c04fc6fbd46	A6366D12	82d60b4a6a80b9c18be959cea1837c57
Pinball (E) [o1].nes	c4326c21f85efbe0566af7769f24cbfb	C5413419	35f89365209e77450855cfaa047ca3d7
Pinball (E) [T+FreFinal_ks151].nes	534c84851816e80c6fbe260908df41f1	92B3BDF9	7653def5dddbf427e35a2411b1692dab
Pinball (J-AC).nes	b327987503161abbcb736737e4a39bff	20DC6CE6	5e6d3386b1d98975de98d2f10538d5d8
Pinball (JU) [b1].nes	dddbef0f7726b77248c39676702eda85	901B4099	2f881b682e3e75084081f2b0d179522c
Pinball (JU) [o1].nes	59c0d33dec2dba665fb9198c0a5d8ae4	D290E1DF	2f881b682e3e75084081f2b0d179522c
Pinball (JU) [o3].nes	8731af3cc9e48878ce5444ffe915d5c5	70C75CE0	2f881b682e3e75084081f2b0d179522c
Pinball (JU) [o5].nes	4b6cebf35cc36a2713a0e3afb1865a23	EA1803C8	2f881b682e3e75084081f2b0d179522c
Pinball (JU) [o6].nes	ac7e015606f00d11c5dad78e6693ed2f	949D315F	2f881b682e3e75084081f2b0d179522c
Pinball (JU) [T+Rus_Multisoft].nes	99e8ed6b1f0f0c799f7e90af679c2732	712DA15F	766925a0be2d7f68ba3d7d78134d3289
Pinball (VS) [a1].nes	2f946c25cbae8e85e9f91fbba09070f7	E8B393B7	45a2d24a4d7f65c7504123709083237d
Pinball (VS).nes	d74face0716479110ed7c1cabb603029	44CA1653	b1de9d1cdd647fd1bacc5a3aeb1b947d
Pinball CV by Redrum (Hack) [o1].nes	e016f3ef9274a2582a07b878e149ecd7	5D930E5E	24bb73e4ce91df87b7152759dcca19d0
Pinball CV by Redrum (Hack).nes	98de36f7351c69745841aae6fa0712f6	D61066D8	24bb73e4ce91df87b7152759dcca19d0
Pinball Macbee (Hack).nes	415e6f59cc80752e799dc6dbb9d7101c	03609A98	2f881b682e3e75084081f2b0d179522c
Pinball Quest (E) [!].nes	5aa4dea311aede381148e7a4a66262f5	F2A2B11D	fda10ab3ada2a934b40f55824e793310
Pinball Quest (U) [b1].nes	383b70774d728e752d122065918f8fc9	E52EBE08	c878bef595fb2af81f4fbf0731092c57
Pinball Quest (U) [b2].nes	72790c32d10ca9e79872872ad961c2f8	F845E2DB	c878bef595fb2af81f4fbf0731092c57
Pinball Quest (U) [o1].nes	87cebbec02192833ef829d829cc4ca14	D812EE8D	c878bef595fb2af81f4fbf0731092c57
Pinball Quest (U) [o2].nes	95cc175921f960482cf3392af1641ee2	1467130000	c878bef595fb2af81f4fbf0731092c57
Pinball Quest Nude (Hack).nes	205cac837a59b2c5cb434274b7642783	F952A6E7	fc5f4c38ed6e847bbdad0cd7b71cd54d
Pipe Dream (U) [b1].nes	f61626936a5e9d6d616da2819ddec30f	F32D45DF	6344e74ac60ca77acc14797c011657a6
Pipe Dream (U) [b1][o1].nes	6ecdcac7d5a2db5da4b9afb3178629d8	6CB25EFF	6344e74ac60ca77acc14797c011657a6
Pirates! (U) [b1].nes	215b15f1260806612d13601f9a7da855	23C765EF	63275ca0180eb587c3115a8190580aaf
Pirates! (U) [b3].nes	323fd178c5fc7fc4f3f35d0a803ea060	D8FBCDB2	63275ca0180eb587c3115a8190580aaf
Pirates! (U) [o1].nes	2544a6d16225e0048f2fc354bfac3b99	EFDB09D8	63275ca0180eb587c3115a8190580aaf
Pizza Pop! (J) [b1].nes	61550efabc89a33ae5e1b98c1bae1ebb	FE805CDC	4029bc95b65193d8cdf120535cc4e695
Pizza Pop! (J) [o1].nes	9c85d4dc34303cb3de616ada4a99adeb	9601BDF4	4029bc95b65193d8cdf120535cc4e695
Plants vs Zombies (Ch).nes	9a4d37da745f7540ea0ce936817b0a70	62234229	8bbba0753c117e4a16dcfe7ac77345d5
Platoon (U) (PRG0) [b1].nes	fb5798b9a0ee0bbd56f6a9ea55d10c07	EBAC9903	46083d271eb2c429ebf2a838f4d250a6
Platoon (U) (PRG0) [b2].nes	de4fce7043eaa1221dd7e9fc63350cab	BA2B1F54	46083d271eb2c429ebf2a838f4d250a6
Platoon (U) (PRG0) [o1].nes	3c51ab2aa477c0a2b977b02999535254	3E56E6CF	46083d271eb2c429ebf2a838f4d250a6
Platoon (U) (PRG0) [t1].nes	fc7a1385bd0768e1d61f9d16ce290f0a	77ADD6C6	6d4a1f683ee35de31039ecd252d1db86
Platoon (VS) [b1].nes	0d49ec92380a6e5027c6e0e5073658eb	FAE81657	73cb316a8e36ef81d73fbef1c1df8a09
Platoon (VS) [b2].nes	af3f16b4e025308a5d940cebf8ec197d	8DCEA2D3	73cb316a8e36ef81d73fbef1c1df8a09
Platoon (VS).nes	d2cd9163f3368ff11b18c7de2996ffc5	D0C70FFC	73cb316a8e36ef81d73fbef1c1df8a09
Pocahontas (Unl).nes	ba4929e4a9ee44bd3892973bc0d8dddc	746AA039	c3791af1621939a276246844ab24e9a1
Pocahontas 2 (Debug Version) (Unl).nes	609da107f3ccc487329d08492275312d	824F181B	35d23876f23318384fc8c5952a0adaf5
Pocket Zaurus - Juu Ouken no Nazo (J) [o1].nes	af84149933ee76a201413b03aa5e7a28	14B5BD7A	0b1b38d372d9610dbeca0e64d2043375
Pokemon - Pichu no Bouken (Dragon Buster II Hack).nes	edcdbc81a0cb0bd728c486f87e0ca85c	4DE0FA02	4d26b75c67e5a8f0a007b09fac3ea34a
Pokemon Diamond II (Ch) [!].nes	efc3933c833059f8b1e82c9eb48e6057	91D6F1F4	cc017fef25683aa6950cd9720ef260ef
Pokemon Yellow (Unl) [!].nes	cdaeadead077ffebaeac7febab696676	2A2DC36C	59ab911dd9f6a6ba562b6ed2725f4f3c
Pooyan (J) [b1].nes	311e8a90ba3182294987101b534d1d6e	FBAAB889	5631566004db2a45000554081ac900ab
Pooyan (J) [t1].nes	cd6810f3b544ffdee53453497dfc8fb4	7CE52491	b17f0beff8a4269c1c931772c614c8af
Pop (Unl).nes	8cabf2317132d083b2f9a30d8ab56795	98154370	ca2f5f779524305ba9d86c6f8e93d687
Popeye (JU) (PRG0) [o1].nes	cf52992395512ad2547d01f8c7485c26	45ED0D38	fe361ff01ceb132fc7a71783a950f3ca
Popeye (JU) (PRG0) [o2].nes	bae1841eb65a63c9f9091b8b1d24baec	FDE1FBDC	fe361ff01ceb132fc7a71783a950f3ca
Popeye (JU) (PRG0) [o3].nes	ee90efc044a3b438f1ed4aca44382642	0793B560	fe361ff01ceb132fc7a71783a950f3ca
Popeye (JU) (PRG0) [o4].nes	edc47e6543349e4cc58cd705f0e0d641	8C68D63C	fe361ff01ceb132fc7a71783a950f3ca
Popeye (JU) (PRG0) [o7].nes	23b2f759de32bc067c45ca9b6768e466	270BCA3F	fe361ff01ceb132fc7a71783a950f3ca
Popeye (JU) (PRG0) [T+Rus_Mario Soft].nes	d9a9192bf03ea2b42f3968db2af6b696	E54A5D6F	dc10c341b2c856d3cccde9b89e6c3eee
Popeye (JU) (PRG0) [T+Rus_Mario Soft][o1].nes	e0c5a948468d145d7eac57de43015da2	67A95F4D	dc10c341b2c856d3cccde9b89e6c3eee
Popeye (W) (PRG1) [t1].nes	124b9c08d7e29dcf3b0ed4371337d760	8620B365	00a9ebd5c72f858826d3b6a0854617af
Popeye no Eigo Asobi (J) [T+Eng1.0_KingMike].nes	0d70fd5022306e2ef9326bc62feae054	F30941DB	9dcdda239291f0f8df5fc779064bc4ff
Porco Rosso (TaleSpin Hack) [p1][!].nes	2ba737f48e0a191cafdc6adfd2d6bc8e	3CC9A4E5	fadfb64e52d3430b2e2ab28bdb19c982
Porco Rosso (TaleSpin Hack) [p1][o1].nes	deb839b90c770b284384d5f2d7a62ced	0FFCD516	fadfb64e52d3430b2e2ab28bdb19c982
Porno Island (Takahashi Meijin no Bouken Shima Hack).nes	1a8d11abf796e7e99c5d41f6234ebb8d	AD359AD9	d4dc00726989bb57085b707b81a5dd5f
Portopia Renzoku Satsujin Jiken (J) [T+EngRevB_DvD Translations].nes	b0e67aa8214af3a4a831ab2e3d569415	88679D11	9ba4977b2c35f1a0f0008e879eeaffeb
Portopia Renzoku Satsujin Jiken (J) [T-Eng_DvD Translations].nes	7acd00d90bfd67da3df94bd8aada8318	E2861BAF	0bdf36e5499e4616219071de8a4f2e48
Power Blade (E) [b1].nes	6c1a7bd8fde3dbec236e2ba6750d1e18	D62F3540	ada30ca82e60d9e6f151a6a1a5429371
Power Blade (PC10) [!].nes	bffca63410fea256465c6b282ace7869	6F44025A	d08738f47c22dd84fa6e633eb517c981
Power Blade (PC10) [b1].nes	b63c96174ea321ca3d66574085d94b6a	01C2A05F	d08738f47c22dd84fa6e633eb517c981
Power Blade (PC10) [t1].nes	02fb9ebbf7fdbc0edb27d99c5a8fdf00	A67F2618	4f3f42af46eca301b088758ca98d388a
Power Blade (U) [b2].nes	f122bf47fdb8e2e251eb3d9f455f36fc	16E3D184	d08738f47c22dd84fa6e633eb517c981
Power Blade (U) [o1].nes	263feff3db04f16630df94708acb5720	6273BA9C	d08738f47c22dd84fa6e633eb517c981
Power Blade (U) [T-Rus1.1_Lupus].nes	cfff72b30bfaca4420c9198fd1fe7a14	DF46FA05	4d071cae24466381b0f123317c2955e9
Power Blade (U) [t1].nes	9709ae804be0dfe3e421867ca9eb512e	85899786	4f3f42af46eca301b088758ca98d388a
Power Blade (U) [t2].nes	e6110df010262737a5caf019de623cfd	25BB6901	04cad1ea1f5a08319f81e51861e8f830
Power Blade 2 (U) [o1].nes	48f9147357882d2429dc6e89f83bdac2	1E6F889B	641b3725073e5ea4afb0fb0939cae3be
Power Blade 2 (U) [p2][t1].nes	f0d2ef3ff6ece2ac448873c27e4a7392	21BD7BD8	c701865d0c8ab9ebf8668a7de136abfc
Power Blade 2 (U) [T+Rus_Barsick].nes	ff993137e62d2a0123a18e6f49f0174e	8A41FC20	c243a93847466bca58c6a7c80c595968
Power Blade 2 (U) [T+Rus_Wisher].nes	b0472692c0f7103ac894861550048fac	7F1DC8D7	81fe0779bb35a869f4504d02d8074c97
Power Punch 2 (U) [b2].nes	63615b4390b68d4d4dfdc8bc7b08dedf	BEEDE7A0	fc457a24ffa3ec8d2d812651341aa28d
Power Punch 2 (U) [o1].nes	468d7b049ab3012c9695009c0561304c	FAAAB3D5	fc457a24ffa3ec8d2d812651341aa28d
PowerJoy 84-in-1 Split Game 50-Lunar Ball [p1].nes	9e79fcc48da4a6f277d4df332baea823	B5D81664	b0d00a3da1b6e07cf25401f3b2e2cc52
PowerJoy 84-in-1 Split Game 54-Mappy [p1].nes	6411840bb93b81df353b47fc555ec760	C172D6B6	d3e416d177685c6df78528773f24b824
Predator (J) [b1].nes	f746dbcb63132d9737285a8291656fd1	DE2A9FCA	125197e435eee7aca5ce621d72d2388f
Predator (J) [b1][o1].nes	dfa5d069d4a5f2aff140c9ef5066163b	70529F35	125197e435eee7aca5ce621d72d2388f
Predator (J) [b2].nes	93d5fb5b1bc82dc0524873f2d448ce13	FCB84C03	125197e435eee7aca5ce621d72d2388f
Predator (J) [b3].nes	f1a19fd0615fb01fa1af24ef6d4ddbe3	8A3D4743	125197e435eee7aca5ce621d72d2388f
Predator (U) [b1].nes	becace5cee5319cb3c570c9ba8fbd3ad	6E44F529	718a71827ea8fbf8afb2a7f879a0770c
Predator (U) [b1][o1].nes	c9009035de5f7c8cb3a73ab289ff36d3	5F0B5330	718a71827ea8fbf8afb2a7f879a0770c
Predator (U) [b3].nes	43b3ce4816a394a615aeaa3b9a7c5872	DFA3D53B	718a71827ea8fbf8afb2a7f879a0770c
Predator (U) [b4].nes	2f90d5c265770aa21f95f2ebcc601e33	B5F12F00	718a71827ea8fbf8afb2a7f879a0770c
Predator (U) [o1].nes	a9e07de86e4e178b5fe333c14b2ae8fb	5712542E	718a71827ea8fbf8afb2a7f879a0770c
Predator (U) [o2].nes	56e21022993fbadc047efb5437b9ed4f	E3EAC00E	718a71827ea8fbf8afb2a7f879a0770c
Predator - Schwarzenegger - Soon the Hunt Will Begin (Hack).nes	9d2d984c89ad81d4b902639df69ff35c	81533DEA	718a71827ea8fbf8afb2a7f879a0770c
President no Sentaku (J) [o1].nes	1be9cbb3686cf4d250d7c27281aa4521	77D7D8F7	8eaf9f72aeb3fa37d611e0efa2ba90a1
Prince of Persia (S) [!].nes	1873be203b12a6a43fd5111df529b79b	7817051A	ee517e870585e3610f5416f70a9d4607
Prince of Persia (U) [o1].nes	c9a17b820dbf5d29e63d45c16fbf3789	349F5E3F	c153e769a114e684960533db620f6346
Princess Tomato in Salad Kingdom (U) [o1].nes	5bc8d568fb35e9ff84643105df5bd892	73F21837	cfe4582eea2204633c0cb4f0f11d84b8
Pro Sport Hockey (U) [o1].nes	a35fca0cb100f97938fbfd5713574a93	7A8DEC3B	ee905614b0352d8ea819827a67eb488e
Pro Wrestling (U) (PRG0) [o1].nes	fd42126835a7350b4e64764ce6986e3b	DF87206B	9d19a9edfd95f1c240ea4b8f728b59a0
Pro Wrestling (U) (PRG0) [o2].nes	b5e3a136087b03de26519ce006cb93bc	87D4A67B	9d19a9edfd95f1c240ea4b8f728b59a0
Propeller Master (Blaster Master Hack) [o1].nes	9fffcb9b83022f3018258b892c53ba95	FBCE519F	d21a0d6f39f8f3a6f7a346b995095af9
Propeller Master (Blaster Master Hack).nes	1a5954a16def7314280839d0e6559918	6589CBAC	d21a0d6f39f8f3a6f7a346b995095af9
Punch-Out!! (U) [b1].nes	e6aa18b88aceab7daa51405e87b7b684	AFEAFEAA	a2bc141777f5c5affac53f602d8abca4
Punch-Out!! (U) [b1][o1].nes	5a9100ddf623843af76ad07e2708ce26	67906F7D	a2bc141777f5c5affac53f602d8abca4
Punch-Out!! (U) [b1][o2].nes	ce6a607349d94c0f240169da38db5dde	DCA82722	a2bc141777f5c5affac53f602d8abca4
Punch-Out!! (U) [b2].nes	6a278c56dbafcd25f99fb8a9bb0e1210	EAE378D1	a2bc141777f5c5affac53f602d8abca4
Punch-Out!! Kirby (Punch-Out!! Hack).nes	2c34a544283812b6af521960e26d27ec	8BFA0605	a2bc141777f5c5affac53f602d8abca4
Punisher, The (U) [b1].nes	6bf9e5b3e9143a7a8ead17e2176fd390	91995D8C	9bc421bab7047c8aea102b309709109e
Punisher, The (U) [b2].nes	954ff722ae0d2c1983e34070855198a8	BC316F44	9bc421bab7047c8aea102b309709109e
Punisher, The (U) [b3].nes	616132cf089308a5bc161e9d7cbb9cf9	4B8CE377	9bc421bab7047c8aea102b309709109e
Punisher, The (U) [b4].nes	0faa3c6ee1177412cf89c70bbe105ea3	040D7DDA	9bc421bab7047c8aea102b309709109e
Punisher, The (U) [b5].nes	e6899c709a73cc09ded46bc2a6ca0f64	CD0D2306	9bc421bab7047c8aea102b309709109e
Punisher, The (U) [o1].nes	3d5f3317987731e004b3043ec0c85441	F6DBF924	9bc421bab7047c8aea102b309709109e
Punisher, The (U) [T+Rus_Magicteam,Djinn].nes	200c05b33369a228943156fc1d667707	0F0BD4E1	ed16df263cce98e723a97b353415d2b5
Punisher, The (U) [t1].nes	f9fe23c599d594d686a2bfcef212397e	D6D6AB01	1342fd7bffe29c7c8424f82737114d2d
Punisher, The (U) [t2].nes	02880d2853a8e79bc73aac30800c24b6	AC2B7F83	45de4227ead61cdf1da37cee104d4915
Punk Mario (SMB3 PRG1 Hack).nes	296b0743f203bd044d1a7f1f054af9f0	91B74541	7904b3e88add08c769b3c27dde7128c3
Punk Tennis (Tennis Hack) [o1].nes	6d450abe9858641cfe9fb4e98b334f05	AEADEB5E	ebbbe9c3d80230a9b76ea37eb4a76ab6
Punk Tennis (Tennis Hack).nes	70a1b545212e1f7c343935b58ee4d2ba	51739A53	ebbbe9c3d80230a9b76ea37eb4a76ab6
Puss 'n Boots - Pero's Great Adventure (U) [o1].nes	64a60826b04fea5e159e528f3ba38207	069F7608	db9e5037a69c3f8e7c0d15b4c77b4400
Puyo Puyo (J) [o1].nes	e29c0c37ecd6c1de492ae019d6fbdfb6	F7273905	f79056d88c1d3d3443d9a12f76da60d9
Puyo Puyo (J) [o1][T+Eng1.0_Aeon Genesis].nes	10340b1c306061f8109bedf0683e8aa8	F4123CBE	ad39378d171c633f2b20b8de89953299
Puyo Puyo (J) [T+Eng1.0_Aeon Genesis].nes	3e83a7e11ffb8974507ab87201e6f7e1	E0784B94	ad39378d171c633f2b20b8de89953299
Puzznic (U) [o1].nes	ebf46f4e0ff7cffb0eadaaab737d8adc	09263DF2	d69355124cdd1caa976fae869015182d
Pyramid (AVE) (PRG1) [o1].nes	e18b8d8077654d7d2d2d090931bfe94a	EF95C92D	e3867468df0516278307ec99b2536a59
Pyramid (AVE) (PRG1) [o2].nes	dca14199c8e571643d2aa4238b78ef2b	E153EAB3	e3867468df0516278307ec99b2536a59
Pyre's Mario 69 (SMB3 PRG1 Hack).nes	b333a219f334557d12f30adff9889382	283BEAEA	7904b3e88add08c769b3c27dde7128c3
Q-bert (U) [b1].nes	6e909a21ba01f488e51d0dc41c2f8c1e	C1CD32E0	35a21b97a519b7bfdebf988ec6484bd6
Q-bert (U) [b2].nes	745ca8973db4eafd7ae88e04502c8ef1	B531CF76	35a21b97a519b7bfdebf988ec6484bd6
Q-bert (U) [b3].nes	7ebba66deca49d8517e7d4473a8803b4	553F14C6	35a21b97a519b7bfdebf988ec6484bd6
Q-bert (U) [o1].nes	b4b4e5a97f301a9c4abb56d58a0fd8cd	82AA5BA3	35a21b97a519b7bfdebf988ec6484bd6
Qix (U) [o1].nes	6c33a52f2eda5a61dbbeb347e31a349e	4F89DD92	40089153660f092b5cbb6e204efce1b7
Quattro Adventure (Camerica) (Aladdin) [o1].nes	ec0daca6cde19ee4d74f94f0a140fa44	0B63599C	c4afb62469145c5af016db8cdabf60aa
Quattro Adventure (Camerica) [b1].nes	c569f24fd292d74e9039e90dd60f54d3	3A12B4DE	84b5f5805d84c96d28f54f7c9713a476
Quattro Arcade (Camerica) [o1].nes	1c6eca74a2407487af6b5c0f0edf98ee	3F127FB4	0a51c89f776712fe75839c5a1473ffd4
Quattro Sports (Camerica) (Aladdin) [o1].nes	1aaab84e493065b9fe609a2d98adc3a2	7B78A9A1	23730812172fe70e4bef3509285ae9ae
Quest of Ki, The (J) [b1].nes	87c3656baf9125fcc1f60498a28fbd7d	8BC85D85	bc1dc3f8ca32977bdca47e13048a48d1
Quest of Ki, The (J) [o1].nes	e55981c8fa6ad66874604faf0f9574a5	BB07B162	bc1dc3f8ca32977bdca47e13048a48d1
R.B.I. Baseball (Tengen) [o1].nes	f7b81c9cb62a3df2a453c9aa9e69c922	21A47BBE	0a5b8ade6c4ba722d2d7474148ceb53c
R.B.I. Baseball (U) [b1].nes	da89e113a1e2aa5c858be32bd0a1adbd	EC6E569F	1ce35c0923f47e4c783cf875a04cebcd
R.B.I. Baseball (U) [b3].nes	802ff8cad7b108523e76a31ba8128330	C0DC4AA7	1ce35c0923f47e4c783cf875a04cebcd
R.B.I. Baseball (U) [o1].nes	6122e8679c4d697114200768023370b6	2AC8A402	1ce35c0923f47e4c783cf875a04cebcd
R.B.I. Baseball (U) [o2].nes	5ce35658691f0db18a6754553d08606d	395AB142	1ce35c0923f47e4c783cf875a04cebcd
R.B.I. Baseball (U) [o3].nes	05f5598d2e2d2288015c08b435fecf90	3EF461A0	1ce35c0923f47e4c783cf875a04cebcd
R.B.I. Baseball (U) [o4].nes	d0e897a6e6a7ba886b47fb15a29dd676	89D1260F	8ec606b7cd8f668a9af0d9e6a2df4bd1
R.B.I. Baseball (U) [o5].nes	2aa8ed09aaf6487343afedd4375c902b	F7CF0ABD	1ce35c0923f47e4c783cf875a04cebcd
R.B.I. Baseball (U) [o6].nes	b5d2fff99c802be5ad4a64b5e793b969	0FAB1098	1ce35c0923f47e4c783cf875a04cebcd
R.B.I. Baseball 2 (Tengen) [b1].nes	79dc76a03466dee0526ae542923257c7	5B4FB5E7	190d267b5aff97da199d614607d1fd39
R.B.I. Baseball 2 (Tengen) [b1][o1].nes	63b5707e6e6ecf0234e06067e7f6ecfe	2C31F64B	190d267b5aff97da199d614607d1fd39
R.B.I. Baseball 2 (Tengen) [b4].nes	17a51a359c1b105241582f7ca69c626d	B85460F3	190d267b5aff97da199d614607d1fd39
R.B.I. Baseball 2 (Tengen) [b9].nes	2a6c73769ab9ad5cf0f3e4d759f032bf	F9F66D28	190d267b5aff97da199d614607d1fd39
R.B.I. Baseball 2 (Tengen) [o1].nes	69c2ba9a7e0b93066f224dd860e56054	A5813C6F	190d267b5aff97da199d614607d1fd39
R.B.I. Baseball 2 (Tengen) [o2].nes	c9a834ed58d6c307bbde24e2864c09a6	2AAB767F	190d267b5aff97da199d614607d1fd39
R.B.I. Baseball 2 (Tengen) [o3].nes	f6070653d83c52d3306b9847aba646c9	31E4A891	190d267b5aff97da199d614607d1fd39
R.B.I. Baseball 2 (Tengen) [o4].nes	2bb849b31d6c37f461c6cf4529bd984b	8DFB813D	190d267b5aff97da199d614607d1fd39
R.B.I. Baseball 2 (Tengen) [o5].nes	722010673f6ecc29a00434d400c69a02	6FE4D897	190d267b5aff97da199d614607d1fd39
R.B.I. Baseball 3 (Tengen) [b1].nes	d480408eb7460bec09fd632025ac9178	19A59E69	8d8e029c3efef4fbb9866c6a28f75d62
R.B.I. Baseball 3 (Tengen) [b1][o1].nes	8faa1a7c0703d28bd05a79c16721fda4	8EBA6644	8d8e029c3efef4fbb9866c6a28f75d62
R.B.I. Baseball 3 (Tengen) [b2].nes	85abbf55ee4a54853e6b6d4175272698	815FB66B	8d8e029c3efef4fbb9866c6a28f75d62
R.B.I. Baseball 3 (Tengen) [b3].nes	9f9d628a67d635acaca2e05956caf260	F074C6FA	8d8e029c3efef4fbb9866c6a28f75d62
R.B.I. Baseball 3 (Tengen) [b4].nes	b7407e78faf757620741892cf84f943d	E04BEDB6	8d8e029c3efef4fbb9866c6a28f75d62
R.C. Pro-Am (PC10).nes	1988efc07f53b745e9b6805caedfe79a	92239753	e766eee215c2059d2f4f31ae48558a32
R.C. Pro-Am (U) (PRG1) [b1].nes	42ee275859dd9dc55a922a9c3c198117	E705CF00	e766eee215c2059d2f4f31ae48558a32
R.C. Pro-Am (U) (PRG1) [o1].nes	75de6e839b5ff6028e99a02375a95aaa	8FC3611D	e766eee215c2059d2f4f31ae48558a32
R.C. Pro-Am II (U) [o1].nes	fd335da0053ad13675cb76aede3762d5	1DDA252A	9c90901268702b79510b4f742ff9d4c6
Rabbit and Rope (Mappy Hack).nes	0884f86e72a3a4dea3d576cd2e28ecd8	03A16EAA	4869e250bd9238aa002887cc441ab291
Race America (U) [b1].nes	e0271e2672ab537ed97454ffc7225e32	F82349D3	1eaf5928e838dd2cb1b4e4a8fa7c5eee
Race America (U) [o1].nes	bd3f8ed90ca2f252976da8fe79ddc4b2	836088FA	1eaf5928e838dd2cb1b4e4a8fa7c5eee
Race America (U) [o2].nes	797d510f626f2290c7f14b99dd18be24	5B1E7630	1eaf5928e838dd2cb1b4e4a8fa7c5eee
Racer Mini Yonku - Japan Cup (J) [b1].nes	4d91eda2985943ae4d58763ddac3110e	46EBBB45	5b80a7bc5a6408a30e1e538aadf885f4
Racket Attack (U) [b1].nes	168bd735314c1c8003c6b7dc54d86258	F1C8050F	ad2c8317a647f0fced33c418866b1088
Racket Attack (U) [b7].nes	91c56f2a6de6c37b98e5fc1f4eb2e547	D356FB00	ad2c8317a647f0fced33c418866b1088
Racket Attack (U) [o1].nes	83814a43a83887f32e216ac3d7b55ff4	77736E8D	ad2c8317a647f0fced33c418866b1088
Racket Attack (U) [o2].nes	c14910f3c63da8ee914bf7e054055d01	D3369E71	ad2c8317a647f0fced33c418866b1088
Rad Racer (PC10) [b1].nes	f3c7bd2a1e66e64179247a1b51b461b1	A1EB92DC	17e658600e2f7fda0a2b4b7efa28b2c7
Rad Racer (PC10).nes	0ae36be7171615ac796a2ff664a8042d	5D080A93	17e658600e2f7fda0a2b4b7efa28b2c7
