ROM Checksum	RA Checksum	Filename
e45e77d5152693f2e40c81d88923bb88	2b893941bcf6da0d6e03b658e5cf92e7	Shaken, not stirred (shaken) (2014.04.15 06.54).lnx
fc276f9deaccb7ba6d605651d2adaa56	86137bf48829799a5a24a71d1b75eb2f	Shaken, not stirred (shaken128) (2014.04.15 23.32).lnx
648c902a065dc62aa2e405a386760f76	429a6a4839fe10591204ad2b50b49591	Shaken, not stirred (shaken128) (2014.04.16 09.30).lnx
5dfc28b4c0880968391f31d0831b2bf3	406b3d468ff19e1938717c20edcef9c6	Shaken, not stirred (shaken256) (2014.04.15 23.32).lnx
e3f2fb5ee59dc56b94342292ed5d9899	21fbd3e61d4fb2039adb6f730c11e761	Shaken, not stirred (shaken256) (2014.04.16 09.30).lnx
d671107b708c2d5dcb0ab036c325a1d5	798acdc72a38c6585269efe1f304213b	shaken-2016-09-01.lnx
46634eb87e6380d4d10f7b80d177c1ff	46634eb87e6380d4d10f7b80d177c1ff	Shanghai (USA, Europe).lyx
bcf8c728672925a0082d7127bd679e3f	bcf8c728672925a0082d7127bd679e3f	shore_pal_8_83.o
46206700bedf0db29686e6847ef452c7	46206700bedf0db29686e6847ef452c7	showfroggy.bin.o
66b43ec9fc0cb9843d7f2e58c83aac3c	66b43ec9fc0cb9843d7f2e58c83aac3c	shuttle_pal_8_83.o
3556c126d8af532c35ee5bfaecc93427	c4dcdd4a1470ea0b01a0e59f50c88e08	Simpsons for the Lynx (simpsons) (2013.02.13 11.20).lnx
122d63d864a49a80490d1823351c816c	122d63d864a49a80490d1823351c816c	sinscrol.o
bd503ed2ad436273d5d37932daa37528	f6c2b1a71339972c1ea92b7bd655e577	SLIDE256.lnx
fc8557f2e7391cca8b9d9761ce716a45	fc8557f2e7391cca8b9d9761ce716a45	snake (2007)(Cooper).o
0623220c55cf72e39cd7b6cc56e9299f	21e7d5cc23cda6e3a5e85c454363f348	snoopy.lnx
5b638fc60fee8912717467c8ce1d7043	5c2d884f6466668ec9f41d6048d42d92	solitaire 2009-07-12.lnx
df351b462a2c297e8c7548f0791dd8e2	c8dac4f3109081cf76ee9eceecb47133	solitaire 2009-07-19.lnx
62c6c34f657c5319f85358a76e1f50a2	4df5e2936ab13b305789d011e51d8916	solitaire 2009-07-23.lnx
9800bc0a21a973eeb78eef5ea2df253a	fb6dd84a63bda6e3b8ea0c969a49b47a	solitaire 2009-07-24 fixed.lnx
71e25197bc0992eec152eb45fa1596ea	d9ff6d9d093f4e742d2b4450c18372cc	solitaire 2009-07-24.lnx
b672f99ad45b28d148e9bc8151837615	278dab6764847b05aa61af0bbcc4085d	solitaire 2009-07-27.lnx
74c37e6d29a4f917f561d4768d4e2ca5	4220d37695035971d75aa1b2c8051432	solitaire 2009-07-29.lnx
61426712cd6888dd2efa19701b62bc37	8e23f42807d9011975998baf8268f3a3	solitaire 2009-07-30.lnx
2a41806e81034cf2c10e8b8089df32ee	66f99bb23edc1d85136eee55a4c1b123	solitaire 2009-07-31 cheat mode.lnx
c28de02e89e51b11715f840ba5f14661	03bd0d556bbb1ce4e287c9ef2c40d437	solitaire 2009-07-31.lnx
9fa806d7eade0ed216b89ed291edfcf3	6abc90ed6c04bc9e9d5effc42d3f4811	solitaire 2009-08-01.lnx
23f0749c6c39814ce902a1725aa3c4b1	edc6f4088634fe9e7fbcbcdf735fce5d	solitaire 2009-08-03.lnx
c308ebb522761f63cb2ce9c21afc8436	1c91cdc07cc5105585273cbaaf90b0ba	solitaire 2009-08-09.lnx
4b43efd8437144bb0ed4ad22fc6fff55	bd1636f1f8e831ce8ab474f62bbad2fa	solitaire 2009-08-11.lnx
017123d1c2b7421d3b90313b0b72661b	3e3ad115292546255d1577e8dc7ff274	solitaire 2009-08-12.lnx
ec5adfee7c00202e09a9bca3f60a69e7	4cf44fa7cde7720194e36578312bfe9c	solitaire 2009-08-13.lnx
b2f111182eb899df617a137c990245ac	ac5abf1f7a7ccaeb5d071bf78f63b080	solitaire 2009-08-14.lnx
10b837d41bdb9e2768df334b51639874	7ef1d67f03fc4bd3a2e1755c06b893cb	solitaire 2009-08-17.lnx
83df004485288336151958a8490cc15e	c9551ff818c37c2f84e948096753e442	solitaire 2009-08-31 [a].lnx
8c093b804eea2c06613cd53a0b8674d6	75f05b820094614e5e923bc5351f2534	solitaire 2009-08-31.lnx
cf31b3bdfe60ed8fcc45876d73eb82d5	9fc7008e33ad55ae614f7d1064ba9fd3	solitaire 2009-09-28.lnx
cd7005013651af8ad5d513f06e5746ae	9cb9bc99723f41c252d2f5fc05ea404f	solitaire-2009-08-27.lnx
398d7da295738e0caef981a280169309	98040c294c0628315edcad963225c89e	solitaire-2009-08-28.lnx
e864cde39b217c5972771a9998dd267a	e864cde39b217c5972771a9998dd267a	soltest6.o
66bf338caf16622df098ecf0dec14eb2	66bf338caf16622df098ecf0dec14eb2	Sound driver demo1.o
5d5b360d9edd743c0039440ef7f086ef	5d5b360d9edd743c0039440ef7f086ef	Sound driver demo2.o
70675d2aaba95b2a10812c4719342617	70675d2aaba95b2a10812c4719342617	Sound driver demo3.o
6804de6cc87e146be4d4c4edea75c99b	6804de6cc87e146be4d4c4edea75c99b	SOUND.o
b08e227b45476be5af720447383fd327	68dabf4158bd2d41ff1224c79b264a3e	soundtest.lnx
07e02e53f82c55f4fb209c4a64edce6d	07e02e53f82c55f4fb209c4a64edce6d	Space Domino revival.o
75a1c2a88b7aebf60f4b1e86e6d8057a	44e200792672d9646872ec21b88fc5f4	space lock [2005-04-25].lnx
e3302bd244f4c3f5627c31aebac83bbd	67406d2d160da0bf954c5a05ac76e416	space lock [2005-05-16].lnx
9c38a99618642d7a5bda724ce6c40fb2	d1f514d8bac48eda5b3fbbb77c7f77fb	space lock Demo (lnx).lnx
d48af7ea8087eb0bd3c331dc0c8ceb98	d48af7ea8087eb0bd3c331dc0c8ceb98	space lock Demo (o).o
63903919bd214133514321fb634a0b56	63903919bd214133514321fb634a0b56	space.o
4e5b6e9fb403666bca48a5ad6b7b0b56	4e5b6e9fb403666bca48a5ad6b7b0b56	Sprite driver demo 4.o
d7a5e13cd14d936b85d27af41e6f5e7c	d7a5e13cd14d936b85d27af41e6f5e7c	SPRITEED.o
59aa70542ee0517315e1b492aded6393	59aa70542ee0517315e1b492aded6393	Sprites demo.lnx
66edca3d95f0788aee3c15260ad7c14e	66edca3d95f0788aee3c15260ad7c14e	STARRAIDERS-CLONE DEMO.lyx
99151d24df052a6acb0adf776c7b6afd	99151d24df052a6acb0adf776c7b6afd	stars.o
8828c0042a1a397de67c4e49042161ff	8828c0042a1a397de67c4e49042161ff	steel talons (euro, usa).lyx
8522839d87491b244e68c5977c9e8d12	4dccb81ee7e8170d7b986675e3d2a52d	stops.lnx
14bda07cbb3395c544dca8d12233b34f	14bda07cbb3395c544dca8d12233b34f	sudoku (2007)(Cooper).o
67dd69e6ffaf61bc85243d272d9ee9d9	67dd69e6ffaf61bc85243d272d9ee9d9	SUPER ASTEROIDS & SUPER MISSILE COMMAND.lyx
6cd23cb37c4c4c34ef4e197468462f3f	6cd23cb37c4c4c34ef4e197468462f3f	super off-road (euro, usa).lyx
a19802bd3a7e390daf7e2cbe5a81ed38	a19802bd3a7e390daf7e2cbe5a81ed38	super skweek (euro, usa).lyx
c756b9dbb1148d748218a286971b219e	c756b9dbb1148d748218a286971b219e	surprise.o
f410cdd89906162d95e8217817f8ae8e	fc8c0fc23c64ad70aa4f43f7525993de	sv14invitro.lnx
51b024ac3dc0c8cd6c0d686f38954704	51b024ac3dc0c8cd6c0d686f38954704	swap (2007)(Cooper).o
4971dd8b47d3475dc8d31b5325c14459	4971dd8b47d3475dc8d31b5325c14459	switchblade ii (euro, usa).lyx
04366748cce9e392d0e7cc29e4864801	04366748cce9e392d0e7cc29e4864801	taq3.o
6bef3c145a84afdeefb2f2e9cdcfcb86	6bef3c145a84afdeefb2f2e9cdcfcb86	Taquin.o
878e1666442723ae9cf7ad89656d0bef	c32e2ede0f9341b93aa5477a01a9d1fd	Teen Dance [LNX].lnx
3285a3d7c541d750a3b4e99940ad6ddf	3285a3d7c541d750a3b4e99940ad6ddf	Teen Dance.o
32236b95887515b6c0344a36ce0cebde	0617f1734a98e06e223ee343f5cb77be	tempest.lnx
e54f22a61ed4b7271b7cbbbc3288a8c4	e54f22a61ed4b7271b7cbbbc3288a8c4	test2.o
6d253888186e671ce9c93108639ef3c7	6d253888186e671ce9c93108639ef3c7	test3.o
827167c1bd3fe67e2fa40dd854abcb28	827167c1bd3fe67e2fa40dd854abcb28	testcolors.bin.o
d51cba07ec42ff527769f0bad646027f	d51cba07ec42ff527769f0bad646027f	testcolors01.bin.o
f8a461b86d9e5110abe41a8505cb1bba	f8a461b86d9e5110abe41a8505cb1bba	testcolors02.bin.o
853365b3ab6ce5421bdaec9a7a617044	853365b3ab6ce5421bdaec9a7a617044	testcolors03.bin.o
d4a1d83aeef479c24890f4103767e093	d4a1d83aeef479c24890f4103767e093	testflash.lyx
4083060d20e6717f969f8430f5a23212	4083060d20e6717f969f8430f5a23212	testspri2.bin.o
4d4026fd150be4c5bab9e2e3fce7d1b3	6d1978bb6955d7e8679fe8f80fb86659	tetris [LNX].lnx
de016ab38be6f0726e8fa4350581f533	608cb03b95d3ff9caa65ef841de60421	tetris 2005-04-11 [LNX].lnx
0ca835a843032a274cf12707cacd9589	0ca835a843032a274cf12707cacd9589	tetris 2005-04-11.lyx
7f9f96fe1926f45a88d7e83e09984d68	7f9f96fe1926f45a88d7e83e09984d68	tetris 2006-01-03.o
94e9fcb96c3bfe4d7ae4f1bc3565d2ee	94e9fcb96c3bfe4d7ae4f1bc3565d2ee	tetris.o
663d6af8569172072f56ad8228496c68	663d6af8569172072f56ad8228496c68	tetrisnoid proto version alpha 02-2006.o
0471518194834d6896f9f857c7f278d4	0471518194834d6896f9f857c7f278d4	textdemo.bin.o
626366628c487ccdc1baaab10af8ee2b	9cfaf4a18cc2914e412b037c787db5fa	Tgidemo.lnx
69c6b613a7009882335c06acb322ac32	7dde97803517c3d713c5b9d246f55bcc	The return to the space coyote.lnx
727caa923fcbd6d81a7b007d1a5c0f17	727caa923fcbd6d81a7b007d1a5c0f17	the_end_pal_8_83.o
25907f1212d3d8ada8de2dc3083f2387	25907f1212d3d8ada8de2dc3083f2387	thedeep.o
6b10b531e5f6194fa8d95643d878b32e	b41ed4ee21ec7d793bc7373a548a6a79	thedrop.lnx
c0b41ec459b162365a4e718a8b5970be	c0b41ec459b162365a4e718a8b5970be	third.o
0743d9649c1f01fe1cfe64736bc9fbeb	f4386040b1e55f2472a10cb895d6eb8f	thyrumbits.lnx
808622eeb8541bfe54a209ca4173407a	808622eeb8541bfe54a209ca4173407a	TIPOVER 02-2007.o
7550a93023436e1bc24cd5cd8abd8500	7550a93023436e1bc24cd5cd8abd8500	tipover.o
4581ac0418679567dce041c88cc97719	4581ac0418679567dce041c88cc97719	todd's adventures in slime world (euro, usa).lyx
ec46311f47276e20cc43228c96d119a1	ec46311f47276e20cc43228c96d119a1	toki (euro, usa).lyx
20d48747f63d89b0ee5d51ff038e14d0	315131c734cc22f697b4920359123ef1	too_deep.lnx
391dfaba9ab8b9b60e9d8ca2a73f5711	391dfaba9ab8b9b60e9d8ca2a73f5711	tournament cyberball 2072 (euro, usa).lyx
4541ef36babcd96abaed91d3269007dc	4541ef36babcd96abaed91d3269007dc	tpp.bin_withQuartet.o
3d5a6bf78cbe9fb4168393565472910e	9687cc187ccec7800e1118ed835b7a4e	TrafficJamDemo.lnx
52f6bf24c29d652b1bba72e0967cb01c	52f6bf24c29d652b1bba72e0967cb01c	traidemo.lyx
6a4a1f5c66a8615abcd77c159fdc3727	6a4a1f5c66a8615abcd77c159fdc3727	traidemo.o
b755eee4d85ac785ca46f4585c27bb8f	b755eee4d85ac785ca46f4585c27bb8f	trisnoid alpha.o
50606b4412d934732fa8d218b121e0cd	50606b4412d934732fa8d218b121e0cd	Tron 6 fun v0.15.o
1df6e571adeb519793ff2d9466f8b3c5	de0067c0f24ac99483ecd2a85ee63211	TST_SPR2.lnx
8caaaf56f95ee0bb610ca14af2d12a61	8caaaf56f95ee0bb610ca14af2d12a61	turbo sub (euro, usa).lyx
abf0d0cdca2b573382b18930f09617d9	4c49bd55f563a7041d33e49a0df61405	tuto_wav.lnx
acc7a01a91eb6c8cfbe00b3f83b110a8	d8d472b3b7501ac86c658dc455902c89	tutorial-collisions(2).lnx
cb74f299e28d985256d9551890ff4a81	338e97327400963ec7a39dffe00034fd	tutorial-collisions.lnx
0df5459e0886b7e3142fedbd4248e087	fdcde4ece9909bb81a5f791124a82ee9	Tutorial-Collisions2.lnx
5e12018f16ef73e70257ae8150341a6c	23639a5801dc9088ccc4ddedb278ff4f	tutorial-colors(2).lnx
81864b4a5866fb9bbf0f0a333ab96d28	9325039143c31966d1be3785ecbc42ff	tutorial-colors.lnx
2954e1dc10e421b27267afdb7128f609	01d1f38894eeeedc52e3fb5d4b29c8a9	Tutorial-Colors-2.13.9.20110618.lnx
61ac821125d8c0ab21ea550684009039	56b222d5aabcff617de978c09b60d6af	Tutorial-Colors-2.13.9.20120912.lnx
7d85a65b316f6f9d604737c60dee5562	349dedd07c8a29112835b7acb714c3ef	tutorial-comlynx.lnx
4891deaa7da11a4b69ac0eef82ba71d6	d193a0552558df6b00c87cf8c866f8dd	tutorial-encryption.lnx
08733976e3653c0c9530e66f1f571379	ffa995d352e4a48274b86a83f1b334eb	tutorial-helloworld(2).lnx
93e2ea5e3fb1dec6d13c27714d1e10dc	853480cfd98f435f0b12940e1e699be8	tutorial-helloworld.lnx
3468c1ef3f97b321969f923ddf2a8259	c101dc059dab4da14502459cd32646df	tutorial-interrupts(2).lnx
ddb91d2b063d35616e96b9b764e80938	17bb5613696d1588ab774128c232696c	tutorial-interrupts.lnx
ada70cb81a416a90b8779ecd3b8e220a	6215a4c653de6f3e7f421daefc7b6107	tutorial-io.lnx
3f0f23c61710d044966cb32e5f6d89b9	85b1914b2cd31688985eef9179dea071	tutorial-joystick(2).lnx
f17f058ce408853e6ad3f009f3b7a706	23d8d41ff31c39af417eb323f39c64d7	tutorial-joystick.lnx
fbe82b3abe9329a046be4bc319e32ef2	9cb824bdaf10013b8d02224059377484	tutorial-math(2).lnx
83b3b0d98729bafe6999236fd3b9a42e	64bddfc7ace580d39c4cca7ce9f89d39	tutorial-math.lnx
08bee3122b47df3049ea347a70ca3606	8362e8da799ffbc24dc9a81a86ad5939	tutorial-pens(2).lnx
fa730e26ac5c8069d0f51d9cf15f7bbc	056f184f5337b56830c664eefcd53968	tutorial-pens.lnx
d6b77f6dc892b34c4744ae39414ad42b	18d3b51551e0719c1d90da4d3b44c185	Tutorial-Pens2.lnx
95e7ec8ceaeeb224071cede5b0982d84	9ac00625dada5e266885385f35266a72	tutorial-sprites(2).lnx
d98bb974c0e0cef6666898990826aa71	b753007f1d51be2f1402a34a87978079	tutorial-sprites.lnx
e391a46885b1a5e378bedda3e60027fa	c9ee33a98fe2650abfb11107226bc9ff	Tutorial-Sprites2.lnx
0117d5ce1f34f6ffc902463ad92e141f	c0b7ddd882f4ce4bc07baf2b5fcf75d2	Tutorial-Tgi.lnx
f94d0a738af5273db4a8519914710801	2cd367caabdc8875f871c0af82ad271f	tutorial-timers.lnx
dc1037116e057b72e11781b7d230f798	6604580a0ac80fc67647a800e2082119	tutorial-uploader.lnx
b073a2a825d52391f2bf0ef5df4e3ef8	b073a2a825d52391f2bf0ef5df4e3ef8	tutowav.o
ff01dd789940658c4f34ad54d3aac0fd	356ce90268682ecbef4206517235fba2	v6SE.lnx
5eb0bf9eae6f979325198358fc5332e1	7fcdc38f652f6316265846d2d987be03	v7SE.lnx
f4419302fcc27ce473c8c8bc384891f7	f4419302fcc27ce473c8c8bc384891f7	vfight.o
0679a19d56376110fe1617a8509eab7d	0679a19d56376110fe1617a8509eab7d	vfight2.o
44d7c4ea6b8d930075f5b05c94b5f973	44d7c4ea6b8d930075f5b05c94b5f973	viking child (euro, usa).lyx
e7f118ac59f985ceea2ecfc0f17e9cc6	e7f118ac59f985ceea2ecfc0f17e9cc6	warbirds (euro, usa).lyx
76e761848e5f2a7046221b9e2eef9ac0	76e761848e5f2a7046221b9e2eef9ac0	wav.o
7fcf204013cbedf7eaaf682ff5f216ba	7fcf204013cbedf7eaaf682ff5f216ba	world class soccer (euro, usa).lyx
69fb597cb4db019c48fd2e0c1cc7b75c	69fb597cb4db019c48fd2e0c1cc7b75c	xenophobe (euro, usa).lyx
c145bfe904e5d56f479df44204b255da	c145bfe904e5d56f479df44204b255da	xybots (euro, usa).lyx
905cb6d769ee59d8a057c725d8d9221c	905cb6d769ee59d8a057c725d8d9221c	yastuna1 2004-04-12.lyx
c8191bc3f40938bc18cb172f1200a28f	22b13522eb382070763f282bded16f39	yastuna1 2008-05-28 [LNX].lnx
3ccd23ba6e9a7b6a9e249521e6d63133	3ccd23ba6e9a7b6a9e249521e6d63133	yastuna1 2008-05-28.lyx
ea3983b1f7c5b8d203d5593cc18eb601	386de0f59d4de30f7bc0c82ddef78445	yastuna1.lnx
99a8c0fb2b566e976ce76c49aab752ea	b634e0de1f2c8f87a35f66edb4c599b7	yastuna2  2007-04-16.lnx
f80a67cc8e383a01e3f61798bd3a3f6e	bffb5d9521cfa4e8a151db5cee9943dd	yastuna2  2007-05-14.lnx
beeb8e93e0915324b05ac88b8048b50e	beeb8e93e0915324b05ac88b8048b50e	yastuna2 2007-04-16.lyx
cdfd35237ebb050f5e12bdef9d5e5019	cdfd35237ebb050f5e12bdef9d5e5019	yastuna2 2007-05-14.lyx
b37cf00379b80452d8bca13abe7269d6	6b9d6872961b22de6b1b0cced65d8e3f	Zaku (USA, Europe) (Unl).lnx
2729cc7f787e857bd330fd5d9c90cc28	52997de9af205728a0e17ea3475f7ae2	Zaku Public Demo (2005-11-13).lnx
d008f41ec119e2c5c6a0782aebf148a8	d008f41ec119e2c5c6a0782aebf148a8	zarlor mercenary (euro, usa).lyx
fb4e71a3da26b47aee867b32fa062e41	fb4e71a3da26b47aee867b32fa062e41	Zone Lynx Demo.o
b5f9e878abcf30e98b5205286be4df79	b5f9e878abcf30e98b5205286be4df79	zzz_unk_Shanghai.bin
1386f8016d604811c4b89a5d286170f1	1386f8016d604811c4b89a5d286170f1	zzz_unk_testredeye.bin
